plant_id,type
SPLO2,Forb/herb
SPLU2,Forb/herb
SPMA5,Forb/herb
SPME6,Forb/herb
SPOC,Forb/herb
SPOD,Forb/herb
SPOV,Forb/herb
SPOVE,Forb/herb
SPOVO,Forb/herb
SPPA5,Forb/herb
SPPO7,Forb/herb
SPPR2,Forb/herb
SPRO,Forb/herb
SPSI6,Forb/herb
SPTO5,Forb/herb
SPTU,Forb/herb
SPVE,Forb/herb
SPPO,Forb/herb
STGR6,"Subshrub, Forb/herb"
STAF2,Forb/herb
STAJ,Forb/herb
STAL,Forb/herb
STAN,Forb/herb
STAP5,Forb/herb
STAR,Forb/herb
STAS,Forb/herb
STBE6,Forb/herb
STBI,Forb/herb
STBU,Forb/herb
STBY,Forb/herb
STCH,Forb/herb
STCHC2,Forb/herb
STCHC3,Forb/herb
STCL,Forb/herb
STCO,Forb/herb
STCO9,Forb/herb
STCR7,Forb/herb
STDR,Forb/herb
STEP,Forb/herb
STFL4,Forb/herb
STGE,Forb/herb
STHY3,Forb/herb
STLA5,Forb/herb
STLO6,Forb/herb
STMA12,Forb/herb
STME,Forb/herb
STOC6,Forb/herb
STOF2,Forb/herb
STPA,Forb/herb
STPI6,Forb/herb
STPIA,Forb/herb
STPIP5,Forb/herb
STPY,Forb/herb
STRE6,Forb/herb
STRI,Forb/herb
STRIQ2,Forb/herb
STRIR3,Forb/herb
STRO,Forb/herb
STST17,Forb/herb
STST,Forb/herb
STSY2,Forb/herb
STTE,Forb/herb
STAU,"Forb/herb, Subshrub"
STGR14,Forb/herb
STIN3,Forb/herb
STJA,Forb/herb
STUR,"Subshrub, Forb/herb"
STCA23,Forb/herb
STAL2,Forb/herb
STCO2,Forb/herb
STEL,"Subshrub, Forb/herb"
STPI,"Subshrub, Forb/herb"
STPIB,"Subshrub, Forb/herb"
STPII,"Subshrub, Forb/herb"
STPII2,"Subshrub, Forb/herb"
STPIP,"Subshrub, Forb/herb"
STTO,"Subshrub, Forb/herb"
STTOR,"Subshrub, Forb/herb"
STTOT,"Subshrub, Forb/herb"
STVI,Forb/herb
STGI,Forb/herb
STAL3,Forb/herb
STAL4,Forb/herb
STAM,Forb/herb
STBO3,Forb/herb
STBOB,Forb/herb
STBOS,Forb/herb
STCA,Forb/herb
STCI4,Forb/herb
STCO7,Forb/herb
STCR,Forb/herb
STCRC,Forb/herb
STCRE,Forb/herb
STCRL,Forb/herb
STCR2,Forb/herb
STCU,Forb/herb
STDI4,Forb/herb
STFO,Forb/herb
STGR,Forb/herb
STHO2,Forb/herb
STHU,Forb/herb
STIR,Forb/herb
STLI,Forb/herb
STLO,Forb/herb
STLOA2,Forb/herb
STLOL,Forb/herb
STLO2,Forb/herb
STLOL7,Forb/herb
STME2,Forb/herb
STMEM,Forb/herb
STMEN,Forb/herb
STMEP,Forb/herb
STNI,Forb/herb
STOB,Forb/herb
STOX2,Forb/herb
STPA7,Forb/herb
STPA9,Forb/herb
STPO8,Forb/herb
STPR,Forb/herb
STPU,Forb/herb
STRU,Forb/herb
STRUA,Forb/herb
STRUR,Forb/herb
STUM,Forb/herb
STDU,Forb/herb
STLA17,Forb/herb
STSC,"Subshrub, Forb/herb"
STBA,Forb/herb
STDU2,Forb/herb
STDUD,Forb/herb
STDUF,Forb/herb
STGR2,Forb/herb
STGRG2,Forb/herb
STGRM,Forb/herb
STGRR,Forb/herb
STOC,Forb/herb
STBU4,Forb/herb
STMU4,"Forb/herb, Subshrub"
STMUM,"Forb/herb, Subshrub"
STMUP,Forb/herb
STNI6,"Forb/herb, Subshrub"
STNIF,"Forb/herb, Subshrub"
STNIG,"Forb/herb, Subshrub"
STNIN,"Forb/herb, Subshrub"
STRU9,Forb/herb
STTE6,"Vine, Forb/herb"
STFL2,Forb/herb
STSA3,Forb/herb
STAN3,"Vine, Forb/herb"
STBI3,"Vine, Forb/herb"
STCA9,"Vine, Forb/herb"
STCA10,"Vine, Forb/herb"
STCA12,"Vine, Forb/herb"
STCI3,"Vine, Forb/herb"
STCR4,"Vine, Forb/herb"
STHA2,"Vine, Forb/herb"
STKA,"Vine, Forb/herb"
STKAK,"Forb/herb, Vine"
STKAS,"Forb/herb, Vine"
STKA2,"Vine, Forb/herb"
STKA3,"Vine, Forb/herb"
STKE,"Forb/herb, Vine"
STMA3,"Vine, Forb/herb"
STMI3,"Vine, Forb/herb"
STOX,"Vine, Forb/herb"
STPU4,"Vine, Forb/herb"
STRO2,"Vine, Forb/herb"
STRU2,"Vine, Forb/herb"
STSC4,"Vine, Forb/herb"
STSE5,"Vine, Forb/herb"
STLA11,Forb/herb
STLAL5,Forb/herb
STLAP2,Forb/herb
STMI14,Forb/herb
STSQ2,Forb/herb
STLI2,"Subshrub, Forb/herb"
STAC,"Subshrub, Forb/herb"
STAR10,"Subshrub, Forb/herb"
STARA,"Subshrub, Forb/herb"
STARG,"Subshrub, Forb/herb"
STLA7,"Subshrub, Forb/herb"
STCI,"Subshrub, Forb/herb"
STDI6,Forb/herb
STEL3,Forb/herb
STEX,Forb/herb
STEXC2,Forb/herb
STEXC3,Forb/herb
STEXD2,Forb/herb
STEXE,Forb/herb
STEXM,Forb/herb
STFL8,Forb/herb
STLA,Forb/herb
STMA5,Forb/herb
STMI13,"Forb/herb, Subshrub"
STMIM,"Forb/herb, Subshrub"
STMIM2,"Forb/herb, Subshrub"
STMIU2,"Forb/herb, Subshrub"
STPA2,Forb/herb
STPA3,Forb/herb
STPA4,"Subshrub, Forb/herb"
STRU3,"Subshrub, Forb/herb"
STSC5,Forb/herb
STTH,Forb/herb
STVI2,Forb/herb
STVIP,Forb/herb
STVIV,Forb/herb
STWR2,Forb/herb
STLU4,Forb/herb
STMI,Forb/herb
STOV3,"Subshrub, Shrub, Forb/herb"
STOVT,"Subshrub, Shrub, Forb/herb"
STPL,Forb/herb
STPLA,Forb/herb
STPLP,Forb/herb
STSE2,Forb/herb
STVI3,Forb/herb
STOW,Forb/herb
STLI3,"Subshrub, Forb/herb"
STPA5,Forb/herb
STSP,Forb/herb
STSY,Forb/herb
STSYS2,Forb/herb
STSYT,Forb/herb
STTE3,Forb/herb
STTR2,Forb/herb
STSE3,Forb/herb
STSEL2,Forb/herb
STSES,Forb/herb
STLA6,Forb/herb
STLO4,Forb/herb
STAL5,Forb/herb
STALA,Forb/herb
STALP,Forb/herb
STBA2,Forb/herb
STBA3,Forb/herb
STBA4,Forb/herb
STBE,"Subshrub, Forb/herb"
STBR4,"Subshrub, Forb/herb"
STBRB,"Subshrub, Forb/herb"
STBRH2,"Subshrub, Forb/herb"
STBR,Forb/herb
STBR2,Forb/herb
STCA3,Forb/herb
STCA4,Forb/herb
STCA5,Forb/herb
STCAA,Forb/herb
STCAC,Forb/herb
STCO6,"Subshrub, Forb/herb"
STCOC,"Subshrub, Forb/herb"
STCOD2,"Forb/herb, Subshrub"
STCOP,"Subshrub, Forb/herb"
STCU3,Forb/herb
STDI2,Forb/herb
STDR2,Forb/herb
STFA2,Forb/herb
STFE,Forb/herb
STGL8,Forb/herb
STGLG,Forb/herb
STGLP,Forb/herb
STGLS,Forb/herb
STGLH2,Forb/herb
STGLS3,Forb/herb
STGLS4,Forb/herb
STGR3,Forb/herb
STHE6,Forb/herb
STHI2,Forb/herb
STHO,Forb/herb
STHY,Forb/herb
STIN,Forb/herb
STINI,Forb/herb
STINL,Forb/herb
STLE8,Forb/herb
STLO7,Forb/herb
STMA2,Forb/herb
STMAM,Forb/herb
STMAO,Forb/herb
STMO3,Forb/herb
STMOE,Forb/herb
STMOH,Forb/herb
STMOK,Forb/herb
STMOM,Forb/herb
STNI2,Forb/herb
STOB5,Forb/herb
STOL,Forb/herb
STPL2,Forb/herb
STPO2,Forb/herb
STSP4,Forb/herb
STSQ,Forb/herb
STTO3,"Subshrub, Forb/herb"
STTOF,"Subshrub, Forb/herb"
STTOO3,"Subshrub, Forb/herb"
STTOO,"Subshrub, Forb/herb"
STTOP,"Subshrub, Forb/herb"
STTOS,"Subshrub, Forb/herb"
STTOT2,"Subshrub, Forb/herb"
STVE7,Forb/herb
STAM2,Forb/herb
STAMA2,Forb/herb
STAMC,Forb/herb
STAMP,Forb/herb
STLA16,Forb/herb
STLAC,Forb/herb
STLAL2,Forb/herb
STLAL3,Forb/herb
STLAR,Forb/herb
STOR,Forb/herb
STST3,Forb/herb
STSTS,Forb/herb
STSTB,Forb/herb
STAS2,Forb/herb
STGE2,Forb/herb
STTI2,Forb/herb
STHE9,"Vine, Forb/herb"
STLE6,"Vine, Forb/herb"
STUM2,"Vine, Forb/herb"
STFI6,Forb/herb
STFIA2,Forb/herb
STFIF,Forb/herb
STFIO,Forb/herb
STPE15,Forb/herb
STST20,Forb/herb
STVA8,Forb/herb
STAB,Forb/herb
STAQ3,"Vine, Forb/herb"
STHU2,"Vine, Forb/herb"
STPA8,"Vine, Forb/herb"
STPAA,"Vine, Forb/herb"
STPAP8,"Vine, Forb/herb"
STPI3,"Vine, Forb/herb"
STPIP2,"Vine, Forb/herb"
STPIP3,"Vine, Forb/herb"
STVI6,"Vine, Forb/herb"
STCI10,Forb/herb
STGN,Forb/herb
STIN4,Forb/herb
STMA10,Forb/herb
STMI2,Forb/herb
STPS,Forb/herb
STSO2,Forb/herb
STCA6,Forb/herb
STHE3,Forb/herb
STDI3,Forb/herb
STBI2,Forb/herb
STCA7,Forb/herb
STHA,"Subshrub, Forb/herb"
STHU4,Forb/herb
STVI5,Forb/herb
SUCA2,"Subshrub, Forb/herb"
SUCA,"Subshrub, Shrub, Forb/herb"
SUES,"Subshrub, Forb/herb"
SULI,"Subshrub, Forb/herb"
SULI2,Forb/herb
SUMA,"Subshrub, Forb/herb"
SUMAM,"Subshrub, Forb/herb"
SUMAR,"Subshrub, Forb/herb"
SUME,"Subshrub, Forb/herb"
SUMO,"Subshrub, Shrub, Forb/herb"
SURO,Forb/herb
SUSU,"Subshrub, Shrub, Forb/herb"
SUSUD,"Subshrub, Shrub, Forb/herb"
SUSUS,"Subshrub, Shrub, Forb/herb"
SUTA,"Subshrub, Forb/herb"
SUAQ,Forb/herb
SUAQA2,Forb/herb
SUPR,Forb/herb
SUIN2,Forb/herb
SUSU2,Forb/herb
SURA,Forb/herb
SUVI,Forb/herb
SUHA,Forb/herb
SUHAH,Forb/herb
SUHAP,Forb/herb
SUOR,Forb/herb
SUSU3,Forb/herb
SWPE,Forb/herb
SYAD,Forb/herb
SYAM3,Forb/herb
SYAN2,Forb/herb
SYAN3,Forb/herb
SYAS3,Forb/herb
SYBA5,Forb/herb
SYBA,Forb/herb
SYBO2,Forb/herb
SYBR,Forb/herb
SYCA3,Forb/herb
SYCAB,Forb/herb
SYCAC,Forb/herb
SYCH4,Forb/herb
SYCHC,Forb/herb
SYCHI,Forb/herb
SYCHM,Forb/herb
SYCI2,Forb/herb
SYCI,Forb/herb
SYCO2,Forb/herb
SYCO3,Forb/herb
SYCO4,Forb/herb
SYCU2,Forb/herb
SYDE,Forb/herb
SYDE2,Forb/herb
SYDI2,Forb/herb
SYDR,Forb/herb
SYDRD,Forb/herb
SYDRT,Forb/herb
SYDU2,Forb/herb
SYDUD2,Forb/herb
SYDUG,Forb/herb
SYDUP,Forb/herb
SYDUS,Forb/herb
SYDUS2,Forb/herb
SYEA2,Forb/herb
SYEL2,"Forb/herb, Subshrub"
SYER,Forb/herb
SYERE,Forb/herb
SYERP2,Forb/herb
SYERS,Forb/herb
SYEU,Forb/herb
SYEX,Forb/herb
SYFA,Forb/herb
SYFAC,Forb/herb
SYFAF,Forb/herb
SYFE,"Forb/herb, Subshrub"
SYFI4,Forb/herb
SYFO2,Forb/herb
SYFOA,Forb/herb
SYFOC,Forb/herb
SYFOF,Forb/herb
SYFOP,Forb/herb
SYFO3,Forb/herb
SYFR2,Forb/herb
SYGE,Forb/herb
SYGR5,Forb/herb
SYGR6,Forb/herb
SYGR7,Forb/herb
SYHA,Forb/herb
SYHE5,Forb/herb
SYJE,Forb/herb
SYKR,Forb/herb
SYLA3,Forb/herb
SYLAC,Forb/herb
SYLAG,Forb/herb
SYLAL3,Forb/herb
SYLAP,Forb/herb
SYLA6,Forb/herb
SYLAH,Forb/herb
SYLAH6,Forb/herb
SYLAL6,Forb/herb
SYLAH7,Forb/herb
SYLAI3,Forb/herb
SYLAL4,Forb/herb
SYLAL5,Forb/herb
SYLA4,Forb/herb
SYLAA,Forb/herb
SYLAF,Forb/herb
SYLAH5,Forb/herb
SYLAL7,Forb/herb
SYLAS,Forb/herb
SYLAT,Forb/herb
SYLE2,Forb/herb
SYLO4,Forb/herb
SYLO2,Forb/herb
SYMO2,Forb/herb
SYNO2,Forb/herb
SYNO3,Forb/herb
SYNOE,Forb/herb
SYNON,Forb/herb
SYNOV,Forb/herb
SYOB,Forb/herb
SYON2,Forb/herb
SYOO,"Forb/herb, Subshrub"
SYOOO,"Forb/herb, Subshrub"
SYOOP,"Forb/herb, Subshrub"
SYPA10,Forb/herb
SYPA11,Forb/herb
SYPAG,Forb/herb
SYPAP2,Forb/herb
SYPAP,Forb/herb
SYPH3,Forb/herb
SYPI2,Forb/herb
SYPIP3,Forb/herb
SYPIP2,Forb/herb
SYPO4,Forb/herb
SYPO5,Forb/herb
SYPR5,Forb/herb
SYPRA,Forb/herb
SYPRN,Forb/herb
SYPRP,Forb/herb
SYPRS,Forb/herb
SYPR7,Forb/herb
SYPR6,Forb/herb
SYPR4,Forb/herb
SYPU,"Forb/herb, Subshrub"
SYPUP,"Forb/herb, Subshrub"
SYPUS,"Forb/herb, Subshrub"
SYPY2,Forb/herb
SYRA5,Forb/herb
SYRE3,Forb/herb
SYRH,Forb/herb
SYRO3,Forb/herb
SYSC2,Forb/herb
SYSE2,Forb/herb
SYSH,Forb/herb
SYSI3,Forb/herb
SYSP,Forb/herb
SYSPI,Forb/herb
SYSPS,Forb/herb
SYSPY,Forb/herb
SYSQ,Forb/herb
SYSU4,Forb/herb
SYSUG,Forb/herb
SYSUS,Forb/herb
SYSU5,Forb/herb
SYTA,"Forb/herb, Subshrub"
SYTE6,Forb/herb
SYTR,Forb/herb
SYTU2,"Forb/herb, Subshrub"
SYUN,Forb/herb
SYUR,Forb/herb
SYWA,Forb/herb
SYWE,Forb/herb
SYWO3,Forb/herb
SYYU,Forb/herb
SYAS,Forb/herb
SYOF,Forb/herb
SYTU,Forb/herb
SYUP,Forb/herb
SYFO,Forb/herb
SYHI,Forb/herb
SYNO,Forb/herb
SYFL,Forb/herb
SYGR,Forb/herb
SYBO,Forb/herb
SYCA2,Forb/herb
SYLA,Forb/herb
SYMI,Forb/herb
SYMIH,Forb/herb
SYMIM2,Forb/herb
SYMIS,Forb/herb
SYPI,Forb/herb
SYPIC,Forb/herb
SYPIL,Forb/herb
SYPIP,Forb/herb
SYPL,Forb/herb
SYRA2,Forb/herb
SYRE,Forb/herb
SYREC,Forb/herb
SYRER,Forb/herb
SYSC,Forb/herb
SYFR,Forb/herb
SYLE,Forb/herb
SYVO,Forb/herb
TALE2,Forb/herb
TAIN,Forb/herb
TAMO,Forb/herb
TAER,Forb/herb
TAMI,Forb/herb
TAMI2,Forb/herb
TAMI3,Forb/herb
TAPA,Forb/herb
TAPU5,Forb/herb
TAGO,Forb/herb
TAPA2,"Subshrub, Forb/herb"
TATR2,"Forb/herb, Subshrub"
TABA,Forb/herb
TABI,Forb/herb
TABIB,Forb/herb
TABIH,Forb/herb
TACA2,Forb/herb
TACO6,Forb/herb
TACO5,Forb/herb
TAPA6,Forb/herb
TAVU,Forb/herb
TACA5,Forb/herb
TACA6,Forb/herb
TAER2,Forb/herb
TALA2,Forb/herb
TALY,Forb/herb
TAOF,Forb/herb
TAOFC,Forb/herb
TAOFO,Forb/herb
TAPA9,Forb/herb
TAPH,Forb/herb
TASP4,Forb/herb
TAAR2,Forb/herb
TAGL,Forb/herb
TAHA2,Forb/herb
TAHO,Forb/herb
TAHO2,Forb/herb
TAKE,Forb/herb
TAPA5,Forb/herb
TAST,Forb/herb
TATE3,Forb/herb
TATE2,Forb/herb
TEAM,Forb/herb
TECI,Forb/herb
TECO3,Forb/herb
TEFI3,Forb/herb
TEGA,Forb/herb
TEHE,Forb/herb
TEIN,Forb/herb
TECO7,Forb/herb
TENU,Forb/herb
TEHE5,Forb/herb
TEJA,Forb/herb
TEGR2,Forb/herb
TEAT2,Forb/herb
TEATA,Forb/herb
TEATF2,Forb/herb
TEKJ,Forb/herb
TELI6,Forb/herb
TEYU,Forb/herb
TEAN,"Shrub, Forb/herb"
TEANA,"Shrub, Forb/herb"
TEANC,"Shrub, Forb/herb"
TEANC2,"Shrub, Forb/herb"
TECH,Forb/herb
TECI2,"Subshrub, Forb/herb"
TEFL,Forb/herb
TEFL2,Forb/herb
TEHI2,Forb/herb
TELI,"Subshrub, Forb/herb"
TEMO3,"Forb/herb, Subshrub"
TEON,"Subshrub, Forb/herb"
TEPO,"Subshrub, Forb/herb"
TERU,Forb/herb
TESP,Forb/herb
TETH,Forb/herb
TEVI9,Forb/herb
TEVI,"Subshrub, Forb/herb"
TECO,"Subshrub, Forb/herb"
TETE3,"Subshrub, Forb/herb"
TEHE2,Forb/herb
TELU,Forb/herb
TERE2,Forb/herb
TETE2,Forb/herb
TENE,"Subshrub, Forb/herb"
TEAC,Forb/herb
TEACA2,Forb/herb
TEACA,Forb/herb
TEACC,Forb/herb
TEACE,Forb/herb
TEACN,Forb/herb
TEAR4,Forb/herb
TEBR,"Subshrub, Forb/herb"
TEGR3,Forb/herb
TEHE4,Forb/herb
TEIV,Forb/herb
TELI3,Forb/herb
TELIA,Forb/herb
TELIL,Forb/herb
TESC2,"Subshrub, Forb/herb"
TESCA,"Subshrub, Forb/herb"
TESCL,"Subshrub, Forb/herb"
TESCS,"Subshrub, Forb/herb"
TESCV,"Subshrub, Forb/herb"
TETO,Forb/herb
TETU2,Forb/herb
TEVE3,"Forb/herb, Subshrub"
TEBO,Forb/herb
TECA3,Forb/herb
TECAC,Forb/herb
TECAH,Forb/herb
TECAO,Forb/herb
TECU,Forb/herb
TECUC,Forb/herb
TECUD2,Forb/herb
TECUL2,Forb/herb
TEGL2,"Subshrub, Forb/herb"
TELA,Forb/herb
TEOR,Forb/herb
TESC,"Subshrub, Forb/herb"
THTE6,Forb/herb
THDE,Forb/herb
THGE2,Forb/herb
THAL,Forb/herb
THAQ,Forb/herb
THAR,Forb/herb
THCL,Forb/herb
THCO5,Forb/herb
THCO2,Forb/herb
THDA,Forb/herb
THDE5,Forb/herb
THDI,Forb/herb
THFE,Forb/herb
THFEF,Forb/herb
THFEP2,Forb/herb
THFEW,Forb/herb
THHE2,Forb/herb
THMA4,Forb/herb
THMI15,Forb/herb
THMI4,Forb/herb
THNI,Forb/herb
THOC,Forb/herb
THOCM4,Forb/herb
THOCO2,Forb/herb
THPU2,Forb/herb
THRE,Forb/herb
THSP,Forb/herb
THSPR,Forb/herb
THSPS,Forb/herb
THTE,Forb/herb
THTH2,Forb/herb
THVE,Forb/herb
THTE2,"Subshrub, Forb/herb"
THBA,Forb/herb
THPI,Forb/herb
THTR,Forb/herb
THTRA,Forb/herb
THTRT,Forb/herb
THAM4,Forb/herb
THBU,Forb/herb
THCA11,Forb/herb
THCU2,Forb/herb
THFI,Forb/herb
THFIF,Forb/herb
THFII,Forb/herb
THFL,Forb/herb
THLO,"Subshrub, Forb/herb"
THME,Forb/herb
THNU,Forb/herb
THPU4,Forb/herb
THSI,Forb/herb
THSU,Forb/herb
THSUM,Forb/herb
THSUS,Forb/herb
THSA,Forb/herb
THAM3,Forb/herb
THAMA,Forb/herb
THAME,Forb/herb
THAU3,Forb/herb
THDI3,Forb/herb
THEL,Forb/herb
THJU,Forb/herb
THPU3,Forb/herb
THSH,Forb/herb
THVA,Forb/herb
THVE3,Forb/herb
THBR,Forb/herb
THCR,Forb/herb
THEU,Forb/herb
THFL3,Forb/herb
THHO,Forb/herb
THHOH,Forb/herb
THHOS2,Forb/herb
THIN,Forb/herb
THINA,Forb/herb
THINC,Forb/herb
THING2,Forb/herb
THINI,Forb/herb
THINL,Forb/herb
THLA,Forb/herb
THLA4,Forb/herb
THMI5,Forb/herb
THPA6,Forb/herb
THRE2,Forb/herb
THRO,Forb/herb
THSA2,Forb/herb
THSAO,Forb/herb
THSAS,Forb/herb
THST,Forb/herb
THTE3,Forb/herb
THTE4,Forb/herb
THWR,Forb/herb
THWRO,Forb/herb
THWRW,Forb/herb
THAU,Forb/herb
THBO,Forb/herb
THCY,Forb/herb
THDE4,Forb/herb
THEX2,Forb/herb
THFO,Forb/herb
THGL,Forb/herb
THGR,Forb/herb
THHI,Forb/herb
THHIV,Forb/herb
THIN14,Forb/herb
THIN2,Forb/herb
THKU,Forb/herb
THNE,Forb/herb
THNO,Forb/herb
THOP2,Forb/herb
THOV,Forb/herb
THOVL,Forb/herb
THOVO,Forb/herb
THPA13,Forb/herb
THPA,Forb/herb
THPAP,Forb/herb
THPA4,Forb/herb
THPA5,Forb/herb
THPI3,Forb/herb
THPIA,Forb/herb
THPU,Forb/herb
THPUS,Forb/herb
THQU2,Forb/herb
THRE3,Forb/herb
THRER,Forb/herb
THRE4,Forb/herb
THRE5,Forb/herb
THSC,Forb/herb
THSE3,Forb/herb
THSI2,Forb/herb
THTE5,Forb/herb
THWA,Forb/herb
THCA4,Forb/herb
THCAA,Forb/herb
THCAC2,Forb/herb
THCAS2,Forb/herb
THDI4,Forb/herb
THFR3,Forb/herb
THGR6,Forb/herb
THGRG,Forb/herb
THGRO,Forb/herb
THMA2,Forb/herb
THMO2,Forb/herb
THMO6,Forb/herb
THMOH,Forb/herb
THMOM3,Forb/herb
THRH,Forb/herb
THRO4,Forb/herb
THVI,Forb/herb
THAR10,Forb/herb
THAM2,Forb/herb
THDU,"Vine, Forb/herb"
THAL2,Forb/herb
THAR5,Forb/herb
THAL3,"Vine, Forb/herb"
THTR7,"Subshrub, Forb/herb"
THPA7,Forb/herb
THAC,"Subshrub, Forb/herb"
THAU4,Forb/herb
THAUA,Forb/herb
THAUP,Forb/herb
THCO10,Forb/herb
THMI7,Forb/herb
THPE4,"Subshrub, Forb/herb"
THPEB,"Subshrub, Forb/herb"
THPEH,"Subshrub, Forb/herb"
THPEP,"Subshrub, Forb/herb"
THPEP2,"Subshrub, Forb/herb"
THSE4,"Subshrub, Forb/herb"
THSEG,"Forb/herb, Subshrub"
THTE7,Forb/herb
THTET,Forb/herb
THTET2,Forb/herb
THTET3,Forb/herb
THTEW,Forb/herb
THTE8,Forb/herb
THKO,Forb/herb
THPR,"Subshrub, Forb/herb"
THPRA,"Subshrub, Forb/herb"
THCO9,Forb/herb
THCU,Forb/herb
THLA3,Forb/herb
THRA,Forb/herb
TICO,Forb/herb
TICOA,Forb/herb
TICOC,Forb/herb
TICOC2,Forb/herb
TITR,Forb/herb
TITRL,Forb/herb
TITRT,Forb/herb
TITRU,Forb/herb
TICA2,Forb/herb
TIGE,Forb/herb
TILA2,Forb/herb
TIOB,"Subshrub, Shrub, Forb/herb"
TIAJ,Forb/herb
TIBA,Forb/herb
TIBA2,Forb/herb
TIBA3,Forb/herb
TIBA5,Forb/herb
TIBU,Forb/herb
TIFA,Forb/herb
TIFAC,Forb/herb
TIFAD,Forb/herb
TIFAF2,Forb/herb
TIFL2,Forb/herb
TIFL4,Forb/herb
TIIO,Forb/herb
TIPA2,Forb/herb
TIPR,Forb/herb
TIRE,Forb/herb
TISE,Forb/herb
TISI,Forb/herb
TIUS,"Forb/herb, Vine"
TIUT,Forb/herb
TIVA2,Forb/herb
TIAN,Forb/herb
TIDI,Forb/herb
TIGO,"Subshrub, Forb/herb"
TILA6,"Subshrub, Forb/herb"
TIME,"Subshrub, Forb/herb"
TINU2,Forb/herb
TIPL2,"Subshrub, Forb/herb"
TIDI2,"Subshrub, Forb/herb"
TIRO,Forb/herb
TITH,Forb/herb
TOCO,Forb/herb
TOGL,Forb/herb
TOPU,Forb/herb
TOME,Forb/herb
TOBA,Forb/herb
TOBA2,Forb/herb
TOFL,Forb/herb
TOTE,Forb/herb
TOAB,"Subshrub, Forb/herb"
TOAL2,Forb/herb
TOEX3,"Subshrub, Forb/herb"
TOGR2,"Subshrub, Forb/herb"
TOKI,Forb/herb
TOKIB,Forb/herb
TOKIK,Forb/herb
TOLY,Forb/herb
TOMI,"Subshrub, Forb/herb"
TOPE,"Subshrub, Forb/herb"
TOPY,Forb/herb
TOAP2,Forb/herb
TOAS,Forb/herb
TOFO2,Forb/herb
TOAR,Forb/herb
TOARA,Forb/herb
TOARH,Forb/herb
TOJA,Forb/herb
TOLE2,Forb/herb
TONO,Forb/herb
TOSC2,Forb/herb
TOAL,Forb/herb
TOALA,Forb/herb
TOALC,Forb/herb
TOALM,Forb/herb
TOAN,Forb/herb
TOAP,Forb/herb
TOCO2,Forb/herb
TOCOA,Forb/herb
TOCOC,Forb/herb
TOEX,Forb/herb
TOEX2,Forb/herb
TOFE,Forb/herb
TOFL5,Forb/herb
TOFO,Forb/herb
TOGL4,Forb/herb
TOGR,Forb/herb
TOGY,Forb/herb
TOHO,Forb/herb
TOIN,Forb/herb
TOJO,Forb/herb
TOJOJ,Forb/herb
TOJOT,Forb/herb
TOLE,Forb/herb
TOME2,Forb/herb
TOMI4,Forb/herb
TONU,Forb/herb
TOPA2,Forb/herb
TORO,Forb/herb
TOSC,Forb/herb
TOSM,Forb/herb
TOSP,Forb/herb
TOST,Forb/herb
TOTE2,Forb/herb
TOPU2,"Subshrub, Shrub, Forb/herb"
TORA2,"Shrub, Forb/herb, Subshrub, Vine"
TORAD,"Shrub, Forb/herb, Subshrub, Vine"
TORAE,"Shrub, Forb/herb, Subshrub, Vine"
TORAN,"Shrub, Forb/herb, Subshrub, Vine"
TORAP,"Shrub, Forb/herb, Subshrub, Vine"
TORAR,"Shrub, Forb/herb, Subshrub, Vine"
TORAV,"Shrub, Forb/herb, Subshrub, Vine"
TORY,"Shrub, Forb/herb, Subshrub, Vine"
TRAM13,Forb/herb
TRRO,Forb/herb
TRAN15,Forb/herb
TRBR,Forb/herb
TRBR6,Forb/herb
TRBU2,Forb/herb
TRCR13,Forb/herb
TRCR6,Forb/herb
TRDI4,Forb/herb
TRED,Forb/herb
TRER4,Forb/herb
TRFL,Forb/herb
TRGI,Forb/herb
TRHI5,Forb/herb
TRHI,Forb/herb
TRHU,Forb/herb
TRLE5,Forb/herb
TRLEG,Forb/herb
TRLEL,Forb/herb
TRLO2,Forb/herb
TROC,Forb/herb
TROCM,Forb/herb
TROCO,Forb/herb
TROCS,Forb/herb
TROH,Forb/herb
TROZ,Forb/herb
TRPA10,Forb/herb
TRPA8,Forb/herb
TRPE9,Forb/herb
TRPI,Forb/herb
TRRE,Forb/herb
TRRO4,Forb/herb
TRSP8,Forb/herb
TRSU,Forb/herb
TRSU2,Forb/herb
TRSUM,Forb/herb
TRSUS,Forb/herb
TRTH,Forb/herb
TRVI,Forb/herb
TRWR,Forb/herb
TRWRG,Forb/herb
TRWRW,Forb/herb
TRZE,Forb/herb
TRAM9,Forb/herb
TRBE4,Forb/herb
TRBR4,"Vine, Forb/herb"
TRCO,"Vine, Forb/herb"
TRGL,"Vine, Forb/herb"
TRLA,"Vine, Forb/herb"
TRLE9,Forb/herb
TRNE,Forb/herb
TRNED,Forb/herb
TRNI,Forb/herb
TRRA5,"Forb/herb, Shrub, Subshrub, Vine"
TRSA2,Forb/herb
TRSM,Forb/herb
TRUR,Forb/herb
TRUR2,"Vine, Forb/herb"
TRCR10,Forb/herb
TRDU,Forb/herb
TRFL15,Forb/herb
TRHY7,Forb/herb
TRMI10,Forb/herb
TRMI7,Forb/herb
TRMI8,Forb/herb
TRNE7,Forb/herb
TRPO,Forb/herb
TRNA,Forb/herb
TRCA,Forb/herb
TRCAC2,Forb/herb
