plant_id,type
PIRI9,"Tree, Shrub"
PISA2,Tree
PISE,Tree
PISE7,"Tree, Shrub"
PISO,Tree
PIST3,Tree
PIST,Tree
PISY,Tree
PITA,Tree
PITH2,Tree
PITO,Tree
PITOI,Tree
PITOT,Tree
PIVI2,Tree
PIWA3,Tree
PIAD,"Tree, Shrub"
PIAU,Tree
PIAL2,"Tree, Shrub"
PIPI3,"Tree, Shrub"
PIAC2,"Tree, Shrub, Vine"
PIBR3,"Tree, Shrub"
PICA14,"Tree, Shrub"
PIFL6,"Tree, Shrub"
PIGR6,"Tree, Shrub"
PIRO3,"Tree, Shrub"
PISA5,Tree
PIUM2,"Tree, Shrub"
PIWA2,Tree
PIAT4,Tree
PICH4,Tree
PIME4,"Shrub, Tree"
PIBA5,"Tree, Shrub"
PIDU,"Tree, Shrub"
PIKE,"Tree, Shrub"
PIUN,"Tree, Shrub"
PIAR4,Tree
PICO4,"Tree, Shrub"
PICR,"Tree, Shrub"
PIFL4,Tree
PIGA2,"Tree, Shrub"
PIGL4,"Tree, Shrub"
PIHA3,"Shrub, Tree"
PIHA4,Tree
PIHO,Tree
PIKA3,Tree
PIMO4,Tree
PINA,Tree
PIPE8,"Tree, Shrub"
PITE11,Tree
PITE5,Tree
PITO2,"Tree, Shrub"
PIUN2,"Tree, Shrub"
PIVI5,Tree
PLAQ,Tree
PLHI,Tree
PLOC,Tree
PLRA,Tree
PLWR2,Tree
PLOR80,"Tree, Shrub"
PLRE4,"Tree, Shrub"
PLSP3,"Tree, Shrub"
PLAU2,"Tree, Subshrub"
PLAU5,"Tree, Subshrub"
PLFE,"Tree, Subshrub"
PLFO2,"Tree, Subshrub"
PLHA3,"Tree, Subshrub"
PLHA4,"Tree, Subshrub"
PLOB2,Tree
PLOBS,Tree
POMA32,Tree
POMAM,Tree
POGU,"Tree, Shrub"
POTR4,"Tree, Shrub"
POAC5,Tree
POAL7,Tree
POAN3,Tree
POBA2,Tree
POBAB2,Tree
POBAT,Tree
POBR7,Tree
POCA19,Tree
POCA14,Tree
PODE3,Tree
PODED,Tree
PODEM,Tree
PODEW,Tree
POFR2,Tree
POFRF3,Tree
POFRM,Tree
POGR4,Tree
POHE5,Tree
POHE4,Tree
POHI8,Tree
POIN23,Tree
POJA2,Tree
PONI,Tree
POPA11,Tree
PORO4,Tree
POSM2,Tree
POTO7,Tree
POTR10,Tree
POTR5,Tree
POCA23,Tree
PODO5,Tree
PROD,Tree
PRAR2,Tree
PRAY,Tree
PRBE,Tree
PRFL,Tree
PRFO,Tree
PRGL,"Tree, Shrub"
PRHA2,Tree
PRHI,Tree
PRKA,Tree
PRLA3,Tree
PRLA4,Tree
PRLI2,Tree
PRLO2,Tree
PRMA5,Tree
PRMI3,Tree
PRMU3,Tree
PRNA2,Tree
PRPE7,Tree
PRRE,"Tree, Shrub"
PRSC,Tree
PRVI2,Tree
PRWA,Tree
PRFA2,"Tree, Shrub"
PRGL2,"Tree, Shrub"
PRGLG,"Tree, Shrub"
PRGLP,"Tree, Shrub"
PRGLT,"Tree, Shrub"
PRJU3,"Tree, Shrub"
PRLA6,"Tree, Shrub"
PRPA4,"Tree, Shrub"
PRPU,"Tree, Shrub"
PRVE,"Tree, Shrub"
PRAL7,Tree
PRAL5,"Tree, Shrub"
PRALA,"Tree, Shrub"
PRALD,"Tree, Shrub"
PRAM,"Tree, Shrub"
PRAN3,"Tree, Shrub"
PRANA,"Tree, Shrub"
PRANW,"Tree, Shrub"
PRAR3,Tree
PRAV,Tree
PRCA,"Tree, Shrub"
PRCE2,Tree
PRCE,"Tree, Shrub"
PRDO,Tree
PRDOD,Tree
PRDOI,Tree
PRDU,Tree
PREM,"Tree, Shrub"
PREME,"Tree, Shrub"
PREMM,"Tree, Shrub"
PRFR,"Tree, Shrub"
PRHO,"Tree, Shrub"
PRIL,"Tree, Shrub"
PRILI,"Tree, Shrub"
PRILL,"Tree, Shrub"
PRLA5,"Tree, Shrub"
PRLU,"Tree, Shrub"
PRMA,"Tree, Shrub"
PRME,"Tree, Shrub"
PRMU,"Tree, Shrub"
PRMY,"Tree, Shrub"
PRNI,Tree
PROR,Tree
PRPA5,"Tree, Shrub"
PRPA8,Tree
PRPE2,"Tree, Shrub"
PRPEP,"Tree, Shrub"
PRPES,"Tree, Shrub"
PRPE3,Tree
PRPEP2,"Tree, Shrub"
PRPU4,Tree
PRSE2,"Tree, Shrub"
PRSEE,"Tree, Shrub"
PRSER2,"Tree, Shrub"
PRSES,"Tree, Shrub"
PRSEV,"Tree, Shrub"
PRSE3,Tree
PRSL,Tree
PRSP,"Tree, Shrub"
PRSU2,"Tree, Shrub"
PRSUK,"Tree, Shrub"
PRSUO,"Tree, Shrub"
PRSUR,"Tree, Shrub"
PRSUS,"Tree, Shrub"
PRSU4,Tree
PRTO80,"Tree, Shrub"
PRTR3,"Tree, Shrub"
PRUM,"Tree, Shrub"
PRUMI,"Tree, Shrub"
PRUMU,"Tree, Shrub"
PRVI,"Tree, Shrub"
PRVID,"Tree, Shrub"
PRVIM,"Tree, Shrub"
PRVIV,"Tree, Shrub"
PRYE,Tree
PSSI4,"Shrub, Tree"
PSSA,Tree
PSSAS3,Tree
PSMA,Tree
PSME,Tree
PSMEG,Tree
PSMEM,Tree
PSCA,"Tree, Shrub"
PSGU,"Tree, Shrub"
PSLO2,"Tree, Shrub"
PSLOL,"Shrub, Tree"
PSSP3,"Tree, Shrub"
PSFA,"Tree, Shrub"
PSGR,"Tree, Shrub"
PSGR3,Tree
PSHA2,Tree
PSHAB,Tree
PSHAH2,Tree
PSHA3,Tree
PSHAH3,Tree
PSHAH,Tree
PSHAS,Tree
PSHE2,"Tree, Shrub"
PSHEH3,"Tree, Shrub"
PSHEH4,"Tree, Shrub"
PSHEH5,"Tree, Shrub"
PSHEK2,"Tree, Shrub"
PSHEO,"Tree, Shrub"
PSHEH6,"Tree, Shrub"
PSHEO2,"Tree, Shrub"
PSHER,"Tree, Shrub"
PSHO,Tree
PSKA,"Tree, Shrub"
PSLI2,"Tree, Shrub"
PSMA6,Tree
PSMA7,"Tree, Shrub"
PSNE,"Tree, Shrub"
PSPU2,"Shrub, Tree"
PSWA2,Tree
PSOD,"Shrub, Tree"
PTCR3,"Tree, Shrub"
PTTR,"Tree, Shrub"
PTTRA,"Tree, Shrub"
PTTRA2,"Tree, Shrub"
PTTRP3,"Tree, Shrub"
PTTRP,"Tree, Shrub"
PTTRC,"Tree, Shrub"
PTTRC2,"Tree, Shrub"
PTTRL,"Tree, Shrub"
PTTRP4,"Tree, Shrub"
PTTRP2,"Tree, Shrub"
PTTRT,"Tree, Shrub"
PTTRM,"Tree, Shrub"
PTTRT2,"Tree, Shrub"
PTKA,Tree
PTMA,Tree
PTST80,Tree
PTEL,Tree
PTMA8,Tree
PUGR2,"Tree, Shrub"
PUME,"Tree, Shrub"
PUST,"Tree, Shrub"
PYCA80,Tree
PYCO,Tree
PYPY2,Tree
QUAC2,Tree
QUAC3,"Tree, Shrub"
QUAC80,Tree
QUAG,"Tree, Shrub"
QUAGA,"Tree, Shrub"
QUAGO,"Tree, Shrub"
QUAJ,"Shrub, Tree"
QUAL,Tree
QUAL2,Tree
QUAR,"Tree, Shrub"
QUAR2,Tree
QUAS3,Tree
QUAT,Tree
QUAU,Tree
QUBE,Tree
QUBE2,Tree
QUBE3,Tree
QUBE8,Tree
QUBE9,Tree
QUBE5,"Tree, Shrub"
QUBE4,Tree
QUBI,Tree
QUBI2,Tree
QUBL,Tree
QUBO2,"Tree, Shrub"
QUBR,Tree
QUBU2,Tree
QUBU3,Tree
QUBU,Tree
QUBY,Tree
QUCA,Tree
QUCA3,Tree
QUCA2,Tree
QUCA7,"Tree, Shrub"
QUCE2,Tree
QUCE,Tree
QUCH,"Tree, Shrub"
QUCH4,"Tree, Shrub"
QUCH2,"Tree, Shrub"
QUCHC,"Tree, Shrub"
QUCHN,"Tree, Shrub"
QUCO2,Tree
QUCOC,Tree
QUCOT,Tree
QUCO5,Tree
QUCO4,Tree
QUCO3,Tree
QUCO7,Tree
QUCR,Tree
QUDE,Tree
QUDE2,Tree
QUDE3,"Tree, Shrub"
QUDI,Tree
QUDI2,Tree
QUDO,Tree
QUDU,"Tree, Shrub"
QUDUD,"Tree, Shrub"
QUDUE,"Tree, Shrub"
QUDU4,"Tree, Shrub"
QUDUD2,"Tree, Shrub"
QUDUG,"Tree, Shrub"
QUEG,Tree
QUEL,Tree
QUEM,"Tree, Shrub"
QUEN,Tree
QUEP,Tree
QUEX,Tree
QUFA,Tree
QUFA2,Tree
QUFE,Tree
QUFE2,Tree
QUFI,Tree
QUFO,Tree
QUFU,"Tree, Shrub"
QUGA,"Tree, Shrub"
QUGAB2,"Tree, Shrub"
QUGAG,"Tree, Shrub"
QUGA2,Tree
QUGA3,Tree
QUGA4,"Tree, Shrub"
QUGAG2,Tree
QUGAS,"Shrub, Tree"
QUGE2,"Tree, Shrub"
QUGE,"Tree, Shrub"
QUGI,Tree
QUGR,"Tree, Shrub"
QUGR4,Tree
QUGR2,Tree
QUGR3,"Tree, Shrub"
QUGU,Tree
QUHA,Tree
QUHA2,Tree
QUHA3,"Tree, Shrub"
QUHAH,"Tree, Shrub"
QUHAT,"Tree, Shrub"
QUHA4,Tree
QUHE2,Tree
QUHEH,Tree
QUHEM,Tree
QUHE,Tree
QUHO,"Tree, Shrub"
QUHU,Tree
QUHY,"Tree, Shrub"
QUIL2,Tree
QUIL,"Tree, Shrub"
QUIM,Tree
QUIN,"Tree, Shrub"
QUIN5,Tree
QUIN2,Tree
QUIN4,Tree
QUJA,Tree
QUJO3,"Tree, Shrub"
QUJO,Tree
QUJO4,Tree
QUKE,"Tree, Shrub"
QULA,"Tree, Shrub"
QULA2,Tree
QULA3,Tree
QULE,Tree
QULO,Tree
QULU,Tree
QULY,Tree
QUMA4,"Tree, Shrub"
QUMA,Tree
QUMA2,"Tree, Shrub"
QUMAD,"Tree, Shrub"
QUMAM,"Tree, Shrub"
QUMA13,"Shrub, Tree"
QUMA3,"Tree, Shrub"
QUMAA2,"Shrub, Tree"
QUMAM2,Tree
QUME2,Tree
QUME,Tree
QUMI,Tree
QUMO,"Tree, Shrub"
QUMO4,Tree
QUMO2,Tree
QUMO3,Tree
QUMU,Tree
QUMU3,Tree
QUMU2,Tree
QUMY,"Tree, Shrub"
QUNE,Tree
QUNE2,Tree
QUNE3,Tree
QUNI,Tree
QUOB,"Tree, Shrub"
QUOG,Tree
QUOR,Tree
QUOV,Tree
QUPA6,"Tree, Shrub"
QUPA5,Tree
QUPA,Tree
QUPA10,"Shrub, Tree"
QUPA3,Tree
QUPA2,Tree
QUPA8,"Tree, Shrub"
QUPAS2,Tree
QUPA4,"Tree, Shrub"
QUPH,Tree
QUPO,Tree
QUPO2,"Tree, Shrub"
QUPR,"Tree, Shrub"
QUPS,"Tree, Shrub"
QUPU,"Tree, Shrub"
QURE,Tree
QURI,Tree
QURO,Tree
QURO2,Tree
QURO3,Tree
QURO4,"Tree, Shrub"
QURU,Tree
QURUA,Tree
QURUR,Tree
QURU2,Tree
QURU4,"Tree, Shrub"
QURU3,Tree
QUSA3,Tree
QUSA,Tree
QUSC,Tree
QUSC2,Tree
QUSH,"Tree, Shrub"
QUSHS,"Tree, Shrub"
QUSHS2,"Tree, Shrub"
QUSHS3,"Tree, Shrub"
QUSI2,Tree
QUSI,"Tree, Shrub"
QUSIB,"Tree, Shrub"
QUSIS,"Tree, Shrub"
QUSM,Tree
QUST,Tree
QUST2,"Tree, Shrub"
QUST3,Tree
QUST4,Tree
QUSU4,"Tree, Shrub"
QUSU5,Tree
QUSU6,Tree
QUSU2,Tree
QUSU3,Tree
QUTA,Tree
QUTE,"Tree, Shrub"
QUTH,Tree
QUTO,Tree
QUTO4,Tree
QUTO2,"Tree, Shrub"
QUTO3,"Tree, Shrub"
QUTR,Tree
QUTU2,"Tree, Shrub"
QUVA2,Tree
QUVA5,"Shrub, Tree"
QUVE,Tree
QUVE2,Tree
QUVI2,Tree
QUVI,Tree
QUWA2,Tree
QUWA,Tree
QUWI,Tree
QUWI2,"Tree, Shrub"
QUWIF,"Tree, Shrub"
QUWIW,"Tree, Shrub"
RASI5,Tree
RAAC,"Tree, Shrub"
RASA3,"Tree, Shrub"
RAVO,"Shrub, Tree"
RESA,Tree
RESE,"Tree, Shrub"
RHAR6,Tree
RHARV,Tree
RHCA3,"Tree, Shrub"
RHCR,"Tree, Shrub"
RHCRC,"Tree, Shrub"
RHCRP2,"Tree, Shrub"
RHDA,"Tree, Shrub"
RHDAD2,"Tree, Shrub"
RHDAN2,"Tree, Shrub"
RHIL,"Shrub, Tree"
RHJA8,Tree
RHLA,"Shrub, Tree"
RHLAG2,"Shrub, Tree"
RHLAL3,"Shrub, Tree"
RHPI,"Tree, Shrub"
RHMA2,"Tree, Shrub"
RHCA8,"Tree, Shrub"
RHEA2,"Shrub, Tree"
RHMA3,"Tree, Shrub"
RHMA4,"Tree, Shrub"
RHWE,"Tree, Shrub"
RHTO10,"Tree, Shrub"
RHBO,"Shrub, Tree"
RHCO,"Tree, Shrub"
RHCOC,"Tree, Shrub"
RHCOL2,"Tree, Shrub"
RHCOL,"Tree, Shrub"
RHGL,"Tree, Shrub"
RHIN2,"Tree, Shrub"
RHKE,"Tree, Shrub"
RHLA11,Tree
RHLA3,"Tree, Shrub"
RHMI3,"Tree, Shrub"
RHOV,"Tree, Shrub"
RHSA2,Tree
RHTY,"Shrub, Tree"
RHVI3,"Tree, Shrub"
RHVIC,"Tree, Shrub"
RHVIV,"Tree, Shrub"
RICO3,"Tree, Shrub, Subshrub, Forb/herb"
ROAM2,Tree
ROHI,"Tree, Shrub"
ROHIF8,"Tree, Shrub"
ROHIH,"Tree, Shrub"
ROHIK,"Tree, Shrub"
ROHIN,"Tree, Shrub"
ROHIR,"Tree, Shrub"
ROHO,Tree
ROLO2,Tree
ROMA,"Tree, Shrub"
RONE,"Tree, Shrub"
RONEN,"Tree, Shrub"
RONER,"Tree, Shrub"
ROPS,Tree
ROVI,"Tree, Shrub"
ROVIH2,"Tree, Shrub"
ROVIV,Tree
RORE2,Tree
SABR4,"Tree, Shrub"
SAET,"Tree, Shrub"
SAME8,Tree
SAMI8,"Tree, Shrub"
SAPA,Tree
SAAL,"Tree, Shrub"
SAALA,"Tree, Shrub"
SAALL,"Tree, Shrub"
SAAL2,Tree
SAAM2,"Tree, Shrub"
SAAR3,"Tree, Shrub"
SAAT2,"Shrub, Tree"
SABA,Tree
SABA3,"Tree, Shrub"
SABE2,"Tree, Shrub"
SABE5,Tree
SABO,Tree
SABR2,"Shrub, Tree"
SACA5,Tree
SACI,"Tree, Shrub"
SACO10,Tree
SADI,"Tree, Shrub"
SAEH,Tree
SAEL,Tree
SAER,"Tree, Shrub"
SAEX,"Tree, Shrub"
SAFL,"Tree, Shrub"
SAFR,Tree
SAGE2,"Tree, Shrub"
SAGL3,Tree
SAGL,"Tree, Shrub"
SAGLG,"Tree, Shrub"
SAGLA,"Tree, Shrub"
SAGLG2,"Tree, Shrub"
SAGLV,"Tree, Shrub"
SAGO,Tree
SAHO,"Tree, Shrub"
SAIN3,"Shrub, Tree"
SALA6,"Tree, Shrub"
SALAB,"Tree, Shrub"
SALAL2,"Tree, Shrub"
SALI,"Tree, Shrub"
SALU,"Tree, Shrub"
SALUC,"Tree, Shrub"
SALUL,"Tree, Shrub"
SALUL2,"Tree, Shrub"
SALU2,"Tree, Shrub"
SAMA12,Tree
SAME2,"Tree, Shrub"
SAMO2,"Tree, Shrub"
SAMY2,"Tree, Shrub"
SAMYA,"Tree, Shrub"
SAMYM,"Tree, Shrub"
SAMY,"Tree, Shrub"
SANI,Tree
SAPE3,"Tree, Shrub"
SAPE12,"Shrub, Tree"
SAPE4,Tree
SAPE5,"Tree, Shrub"
SAPL2,"Tree, Subshrub, Shrub"
SAPLP4,"Shrub, Subshrub, Tree"
SAPR7,Tree
SAPR3,"Tree, Shrub"
SAPS8,"Shrub, Tree"
SAPU15,"Subshrub, Shrub, Tree"
SAPU2,"Tree, Shrub"
SAPY,"Tree, Shrub"
SARI4,"Shrub, Tree"
SARU3,Tree
SASC,"Tree, Shrub"
SASE10,Tree
SASE,"Tree, Shrub"
SASE2,"Tree, Shrub"
SASE3,"Tree, Shrub"
SASI2,"Tree, Shrub"
SATA,Tree
SATR,"Shrub, Tree"
SAVI2,Tree
SASA10,Tree
SANI4,"Tree, Shrub"
SANIC4,"Tree, Shrub"
SANIC5,"Shrub, Tree"
SANIN2,"Tree, Shrub"
SARA2,"Tree, Shrub"
SARAM4,"Tree, Shrub"
SARAR3,"Tree, Shrub"
SAEL2,"Tree, Shrub"
SAFR4,"Tree, Shrub"
SAFRF,"Tree, Shrub"
SAFRL2,"Tree, Shrub"
SAFRP,"Tree, Shrub"
SAHA3,Tree
SAPA7,"Tree, Shrub"
SAPAP,"Tree, Shrub"
SAPAP2,"Tree, Shrub"
SASA8,Tree
SAMU6,Tree
SAOA3,"Shrub, Tree"
SASA4,"Tree, Shrub"
SASAD,"Tree, Shrub"
SASAS,"Tree, Shrub"
SAGL5,"Shrub, Tree"
SAAL5,"Tree, Shrub"
SABA6,"Tree, Shrub"
SCCE3,"Tree, Shrub"
SCCH3,"Tree, Shrub"
SCGA2,"Tree, Shrub"
SCPR,"Tree, Shrub"
SCFR,"Tree, Shrub"
SCAC2,Tree
SCAR10,"Shrub, Tree"
SCLO2,"Tree, Shrub"
SCMO,Tree
SCPO7,"Tree, Shrub"
SCTE,"Tree, Shrub"
SCTER2,"Shrub, Tree"
SCSC3,"Tree, Shrub"
SEBI9,"Shrub, Tree"
SEAL4,"Tree, Subshrub, Shrub"
SEAT3,"Tree, Shrub"
SECO9,"Tree, Shrub"
SEGA2,"Tree, Shrub"
SEHI2,"Forb/herb, Shrub, Subshrub, Tree"
SEME4,"Tree, Shrub"
SEMEC,"Tree, Shrub"
SEMU14,"Shrub, Tree"
SEMU5,Tree
SEPE4,"Tree, Shrub, Vine"
SEPEA,"Tree, Shrub, Vine"
SEPEG,"Tree, Shrub, Vine"
SESE13,"Tree, Shrub"
SESP9,Tree
SESU10,"Tree, Shrub"
SESU4,"Tree, Shrub"
SESE3,Tree
SEGI2,Tree
SERE2,"Tree, Shrub"
SEGR5,"Tree, Shrub"
SESE8,"Tree, Shrub"
SEBU2,"Tree, Shrub"
SHAR,"Tree, Shrub"
SIFA,"Tree, Shrub"
SIAL13,"Shrub, Tree"
SICE2,"Tree, Shrub"
SIFO,Tree
SILA20,"Tree, Shrub"
SILAA4,"Tree, Shrub"
SILAL3,"Tree, Shrub"
SILAO,Tree
SILAR2,Tree
SILY,"Tree, Shrub"
SISA6,"Tree, Shrub"
SITE2,"Tree, Shrub"
SIGL3,Tree
SIGLL,Tree
SOBA,"Subshrub, Shrub, Tree"
SOBAB,"Subshrub, Shrub, Tree"
SODO3,"Tree, Subshrub, Shrub"
SOER2,"Tree, Subshrub, Shrub"
SOMA3,"Tree, Subshrub, Shrub"
SOTA3,"Vine, Tree, Shrub"
SOTO4,"Tree, Subshrub, Shrub"
SOUM2,"Shrub, Tree"
SOCH,"Tree, Shrub"
SOLE3,Tree
SOSE3,"Tree, Shrub"
SOTO3,"Tree, Shrub"
SOTOO,"Tree, Shrub"
SOTOT,"Tree, Shrub"
SOAI,Tree
SOAM3,"Tree, Shrub"
SOAU,"Tree, Shrub"
SODE3,"Tree, Shrub"
SOGR2,"Tree, Shrub"
SOHY3,Tree
SOSC2,"Tree, Shrub"
SOSCC,"Tree, Shrub"
SOSCS,"Tree, Shrub"
SOSI2,"Tree, Shrub"
SOSIG,"Tree, Shrub"
SOSIS2,"Tree, Shrub"
SOTH,Tree
SPCA2,Tree
SPPU,"Tree, Shrub"
STBO,"Tree, Shrub"
STTR,"Tree, Shrub"
STTH3,"Tree, Shrub"
STMA,"Tree, Shrub"
STOV,"Tree, Shrub"
STPE3,"Tree, Shrub"
STMA4,"Shrub, Tree"
STTA,"Tree, Shrub"
STAF4,"Shrub, Tree"
STJA9,Tree
STAM4,"Tree, Shrub"
STGR4,"Tree, Shrub"
STJA5,"Tree, Shrub"
STPL3,"Tree, Shrub"
STPLP2,"Tree, Shrub"
STPLS2,"Shrub, Tree"
STRE4,"Shrub, Tree"
SUMA2,"Tree, Shrub"
SWMA,Tree
SWMA2,Tree
SYRO4,Tree
SYPA12,"Shrub, Tree"
SYTI,"Tree, Shrub"
SYGL,Tree
SYPE4,"Shrub, Tree"
SYRE2,"Tree, Shrub"
SYREA,"Shrub, Tree"
SYRER2,Tree
SYCU,Tree
SYJA,Tree
SYMA2,Tree
SYSA,"Tree, Shrub"
TAAU2,Tree
TAHE,"Tree, Shrub"
TAAL4,"Shrub, Tree"
TADI5,"Tree, Shrub"
TAIN2,Tree
TAAF,"Tree, Shrub"
TAAP,"Tree, Shrub"
TAAR6,"Tree, Shrub"
TACA9,"Tree, Shrub"
TACH2,"Tree, Shrub"
TAGA,"Tree, Shrub"
TAPA4,"Tree, Shrub"
TARA,"Tree, Shrub"
TATE7,"Tree, Shrub"
TAAS,Tree
TADI2,Tree
TAMU,Tree
TABA80,"Tree, Shrub"
TABR2,Tree
TACU,Tree
TAFL,Tree
TAME2,"Shrub, Tree"
TECA9,"Tree, Shrub"
TEST,"Tree, Shrub"
TEGR,Tree
TECA,"Tree, Shrub"
TEMU2,Tree
TEMY,Tree
TEDA,"Shrub, Tree"
TEPA3,Tree
TEFL5,Tree
TEGY,"Tree, Shrub"
TEHA2,"Tree, Shrub"
TEKA3,"Tree, Shrub"
TEOA,"Tree, Shrub"
TEWA,"Tree, Shrub"
TEWA3,"Tree, Shrub"
TEBI,"Tree, Shrub"
THPO3,"Tree, Shrub"
THPE3,"Tree, Shrub"
THRA2,Tree
THOC2,Tree
THPL,Tree
TIUR,"Tree, Shrub"
TIAM,Tree
TIAMA,Tree
TIAMC,Tree
TIAMH,Tree
TICO2,Tree
TIEU4,Tree
TIPE,Tree
TIPL,Tree
TITO,Tree
TOCI,Tree
TOCIC,Tree
TOCIA,Tree
TOCA,Tree
TOTA,Tree
TOLA,"Tree, Shrub"
TOVE,"Tree, Shrub"
TRLA2,"Tree, Shrub"
TRMI2,"Tree, Shrub"
TROR,Tree
TRAU5,Tree
TRWI2,Tree
TRSE6,Tree
TRTR7,"Tree, Shrub"
TRME2,Tree
TSCA,Tree
TSCA2,Tree
TSHE,Tree
TSJE,Tree
TSME,Tree
ULAL,Tree
ULAM,Tree
ULCR,Tree
ULGL,Tree
ULPA,Tree
ULPR,Tree
ULPU,"Tree, Shrub"
ULPU2,Tree
ULRU,Tree
ULSE,Tree
ULTH,Tree
UMCA,"Tree, Shrub"
UMCAC,"Tree, Shrub"
UMCAF,"Tree, Shrub"
UNSP,"Tree, Shrub"
URGL,"Tree, Shrub"
URKA,"Tree, Shrub"
VAAR,"Tree, Shrub"
VAAN3,"Tree, Shrub"
VACA5,"Tree, Shrub"
VACAC,"Tree, Shrub"
VACAP,"Tree, Shrub"
VACAS,"Tree, Shrub"
VACO4,"Tree, Shrub"
VACOA,"Tree, Shrub"
VEFO,Tree
VEMO3,Tree
VIAL,"Shrub, Tree"
VICA11,"Shrub, Tree"
VIDE,"Tree, Shrub"
VIDED4,"Tree, Shrub"
VIDEV,"Tree, Shrub"
VILA,"Tree, Shrub"
VILE,"Tree, Shrub"
VINU,"Tree, Shrub"
VINUC,"Tree, Shrub"
VINUN,"Tree, Shrub"
VIOB,"Tree, Shrub"
VIOP,"Tree, Shrub"
VIOPA2,"Tree, Shrub"
VIOPO,"Tree, Shrub"
VIPR,"Tree, Shrub"
VIPR2,"Tree, Shrub"
VIRE7,"Shrub, Tree"
VIRU,"Tree, Shrub"
VISI,"Tree, Shrub"
VIAG,"Tree, Shrub"
VIAGA,"Tree, Shrub"
VIAGC,"Tree, Shrub"
VINE2,"Tree, Shrub"
VINEH,"Tree, Shrub"
VINEI,"Tree, Shrub"
VINEN,"Tree, Shrub"
VIPA6,Tree
VITR7,"Tree, Shrub"
VITRB,"Tree, Shrub"
VITRS,"Tree, Shrub"
VITRT,"Tree, Shrub"
VITRV,"Tree, Shrub"
WAFI,Tree
WARO,Tree
WIBI,"Tree, Shrub"
WIFU,"Tree, Shrub"
WIMO,"Tree, Shrub"
WIOA,"Tree, Shrub"
WIOAO,"Tree, Shrub"
WIOAP,"Tree, Shrub"
WIPH2,"Tree, Shrub"
WIPU,"Tree, Shrub"
WISA,"Tree, Shrub"
WISK,"Tree, Shrub"
WIVI,"Tree, Shrub"
XIAM,"Tree, Shrub"
XYBU,"Tree, Shrub"
XYCO7,"Shrub, Tree"
XYCR,Tree
XYFL3,"Tree, Shrub"
XYHA,Tree
YUAL,"Tree, Shrub"
YUBR,"Tree, Shrub"
YUBRB,"Tree, Shrub"
YUBRJ,"Tree, Shrub"
YUEL,"Tree, Shrub"
YUFA,"Tree, Shrub"
YUGL2,"Tree, Shrub, Forb/herb"
YUSC2,"Tree, Shrub, Forb/herb"
YUSC,"Tree, Shrub, Subshrub, Forb/herb"
YUTH,"Tree, Shrub, Forb/herb"
YUTO,"Tree, Shrub, Forb/herb"
YUTR,"Tree, Shrub, Forb/herb"
YUTRS,"Tree, Shrub, Forb/herb"
YUTRT,"Tree, Shrub, Forb/herb"
ZAAM,"Tree, Shrub"
ZACL,"Tree, Shrub"
ZACO,"Tree, Shrub"
ZADI,Tree
ZADID2,Tree
ZADIT,Tree
ZAFA,"Tree, Shrub"
ZAFL,"Tree, Shrub"
ZAHA,"Tree, Shrub"
ZAHI2,"Tree, Shrub"
ZAKA,Tree
ZAOA,Tree
ZASI2,"Shrub, Tree"
ZESE80,Tree
ZIMA,"Tree, Shrub"
ZIOB,"Tree, Shrub"
ZIOBC,"Tree, Shrub"
ZIOBO,"Tree, Shrub"
ZIZI,"Tree, Shrub"
ABUM,"Forb/herb, Vine"
ABUMB,"Forb/herb, Vine"
ABPR3,Vine
ACTE4,"Vine, Shrub"
ACCI,"Tree, Shrub, Vine"
ACOB2,"Vine, Forb/herb"
ACAR10,Vine
ACCH5,"Vine, Shrub"
ACCHD,Vine
ACPO9,Vine
ADFU,"Vine, Forb/herb"
AEEL,"Shrub, Vine"
AGCL3,"Vine, Forb/herb"
AKPE2,Vine
AKQU,Vine
ALCA7,Vine
ALBR5,"Forb/herb, Shrub, Vine"
ALST11,"Shrub, Vine"
AMCA14,"Shrub, Vine"
AMAC4,Vine
AMBR7,Vine
AMCO2,Vine
AMBR2,"Vine, Forb/herb"
AMBRB,"Forb/herb, Vine"
AMBRC,"Forb/herb, Vine"
ANBE2,"Forb/herb, Vine"
ANLI3,"Vine, Shrub"
ANPU6,"Vine, Shrub"
ANMA4,"Vine, Forb/herb"
ANMAN,"Forb/herb, Vine"
ANCO6,"Vine, Forb/herb"
ANVE2,"Vine, Forb/herb"
ANLE4,Vine
APAM,"Vine, Forb/herb"
APPR,"Vine, Forb/herb"
APUN,"Vine, Forb/herb"
ARSE8,Vine
ARNE4,"Vine, Forb/herb"
ARCA10,Vine
ARCL,"Vine, Forb/herb"
ARCO8,"Vine, Forb/herb"
AREL10,Vine
ARER,"Vine, Forb/herb"
ARGR2,Vine
ARLA24,"Vine, Forb/herb"
ARMA7,Vine
ARMA9,"Forb/herb, Vine"
ARPE8,"Vine, Forb/herb"
ARRI3,Vine
ARTO3,Vine
ARWA,"Vine, Forb/herb"
ARWR2,"Vine, Forb/herb"
ARHE11,Vine
ASAS4,"Vine, Forb/herb"
ASSE12,"Vine, Forb/herb"
ASGA2,"Vine, Subshrub, Forb/herb"
BAPA2,"Vine, Forb/herb"
BAPAI,"Vine, Forb/herb"
BAPAP,"Vine, Forb/herb"
BAAL2,"Vine, Forb/herb"
