"plant_id","type"
"29087","SOHEH","Forb/herb"
"29088","SOHEN","Forb/herb"
"29089","SOHES","Forb/herb"
"29090","SOHI4","Forb/herb"
"29092","SOIN2","Forb/herb"
"29094","SOJA","Forb/herb"
"29097","SOLE4","Forb/herb"
"29098","SOLU2","Forb/herb"
"29099","SOLY2","Forb/herb"
"29100","SOLYC","Forb/herb"
"29101","SOLYL","Forb/herb"
"29104","SOME","Forb/herb"
"29106","SONI3","Forb/herb"
"29107","SONI","Forb/herb"
"29108","SOPA","Forb/herb"
"29109","SOPE9","Forb/herb"
"29110","SOPH","Forb/herb"
"29111","SOPI7","Forb/herb"
"29113","SOPS2","Forb/herb"
"29114","SOPT7","Forb/herb"
"29115","SOPU9","Forb/herb"
"29116","SORA2","Forb/herb"
"29118","SORO","Forb/herb"
"29120","SOSC6","Forb/herb"
"29122","SOSI","Forb/herb"
"29124","SOTE","Forb/herb"
"29129","SOTR","Forb/herb"
"29131","SOTU","Forb/herb"
"29133","SOUM","Forb/herb"
"29134","SOUMG","Forb/herb"
"29135","SOUMI","Forb/herb"
"29136","SOUMU","Forb/herb"
"29138","SOVI8","Forb/herb"
"29139","SOVI9","Forb/herb"
"29141","SOWA","Forb/herb"
"29142","SOXA","Forb/herb"
"29143","SOXAG","Forb/herb"
"29144","SOXAH","Forb/herb"
"29145","SOXAI","Forb/herb"
"29146","SOXAM","Forb/herb"
"29147","SOXAO","Forb/herb"
"29148","SOXAX","Forb/herb"
"29150","SOSO","Forb/herb"
"29152","SOSC7","Forb/herb"
"29154","SOAL3","Forb/herb"
"29155","SOAL5","Forb/herb"
"29156","SOAL6","Forb/herb"
"29157","SOAR4","Forb/herb"
"29158","SOAR","Forb/herb"
"29159","SOARA","Forb/herb"
"29160","SOARB","Forb/herb"
"29161","SOARC","Forb/herb"
"29162","SOARH","Forb/herb"
"29163","SOARN","Forb/herb"
"29164","SOAS2","Forb/herb"
"29165","SOAU2","Forb/herb"
"29166","SOBE","Forb/herb"
"29167","SOBI","Forb/herb"
"29168","SOBR","Forb/herb"
"29169","SOBU","Forb/herb"
"29170","SOCA4","Forb/herb"
"29171","SOCA9","Forb/herb"
"29172","SOCA5","Forb/herb"
"29173","SOCA6","Forb/herb"
"29174","SOCAC3","Forb/herb"
"29175","SOCAG","Forb/herb"
"29176","SOCAH","Forb/herb"
"29177","SOCAL","Forb/herb"
"29178","SOCAS","Forb/herb"
"29179","SOCU","Forb/herb"
"29180","SOCU2","Forb/herb"
"29181","SODE5","Forb/herb"
"29182","SODI3","Forb/herb"
"29183","SOER","Forb/herb"
"29184","SOER3","Forb/herb"
"29185","SOFA","Forb/herb"
"29186","SOFI","Forb/herb"
"29187","SOFL","Forb/herb"
"29188","SOFL2","Forb/herb"
"29189","SOGA","Forb/herb"
"29190","SOGI","Forb/herb"
"29191","SOGL2","Forb/herb"
"29192","SOGR4","Forb/herb"
"29193","SOGU","Forb/herb"
"29194","SOHI","Forb/herb"
"29195","SOHIA","Forb/herb"
"29196","SOHIH","Forb/herb"
"29197","SOHIL","Forb/herb"
"29198","SOHIT","Forb/herb"
"29199","SOJU2","Forb/herb"
"29200","SOJU","Forb/herb"
"29201","SOLA6","Forb/herb"
"29202","SOLA4","Forb/herb"
"29203","SOLE5","Forb/herb"
"29204","SOLU","Forb/herb"
"29205","SOMA4","Forb/herb"
"29206","SOMI2","Forb/herb"
"29207","SOMIF","Forb/herb"
"29208","SOMIM","Forb/herb"
"29209","SOMIT2","Forb/herb"
"29210","SOMIT","Forb/herb"
"29211","SOMO","Forb/herb"
"29212","SOMOA","Forb/herb"
"29213","SOMOM","Forb/herb"
"29214","SOMU","Forb/herb"
"29215","SOMUA","Forb/herb"
"29216","SOMUM","Forb/herb"
"29217","SOMUS","Forb/herb"
"29218","SONA","Forb/herb"
"29219","SONE","Forb/herb"
"29220","SONEL","Forb/herb"
"29221","SONEN","Forb/herb"
"29222","SOOD","Forb/herb"
"29223","SOODC","Forb/herb"
"29224","SOODO","Forb/herb"
"29225","SOOU","Forb/herb"
"29226","SOOV","Forb/herb"
"29227","SOPA2","Forb/herb"
"29228","SOPAP","Forb/herb"
"29229","SOPAS","Forb/herb"
"29230","SOPE","Forb/herb"
"29231","SOPEA","Forb/herb"
"29232","SOPEP","Forb/herb"
"29233","SOPI","Forb/herb"
"29234","SOPL","Forb/herb"
"29235","SOPO2","Forb/herb"
"29236","SOPU","Forb/herb"
"29237","SOPUP2","Forb/herb"
"29238","SOPUP","Forb/herb"
"29239","SOPU3","Forb/herb"
"29240","SORA","Forb/herb"
"29241","SORAL","Forb/herb"
"29242","SORAR","Forb/herb"
"29243","SORAS","Forb/herb"
"29244","SORO2","Forb/herb"
"29245","SORU2","Forb/herb"
"29246","SORUA","Forb/herb"
"29247","SORUR","Forb/herb"
"29248","SORUR2","Forb/herb"
"29249","SORUS","Forb/herb"
"29250","SORUV","Forb/herb"
"29251","SORU3","Forb/herb"
"29252","SOSC","Forb/herb"
"29253","SOSE","Forb/herb"
"29254","SOSEM","Forb/herb"
"29255","SOSES","Forb/herb"
"29256","SOSH","Forb/herb"
"29257","SOSI3","Forb/herb"
"29258","SOSIR","Forb/herb"
"29259","SOSIG2","Forb/herb"
"29260","SOSIM","Forb/herb"
"29261","SOSIO","Forb/herb"
"29262","SOSIR2","Forb/herb"
"29263","SOSIR3","Forb/herb"
"29264","SOSIS","Forb/herb"
"29265","SOSIN","Forb/herb"
"29266","SOSIS3","Forb/herb"
"29267","SOSIS4","Forb/herb"
"29268","SOSI4","Forb/herb"
"29269","SOSP2","Forb/herb"
"29270","SOSPJ","Forb/herb"
"29271","SOSPP","Forb/herb"
"29272","SOSPR","Forb/herb"
"29273","SOSPS4","Forb/herb"
"29274","SOSP3","Forb/herb"
"29275","SOSPC","Forb/herb"
"29276","SOSPS6","Forb/herb"
"29277","SOSP4","Forb/herb"
"29278","SOSP6","Forb/herb"
"29279","SOSQ","Forb/herb"
"29280","SOST","Forb/herb"
"29281","SOTO2","Forb/herb"
"29282","SOUL","Forb/herb"
"29283","SOULL","Forb/herb"
"29284","SOULL2","Forb/herb"
"29285","SOULT","Forb/herb"
"29286","SOULU","Forb/herb"
"29287","SOUL4","Forb/herb"
"29288","SOUL2","Forb/herb"
"29289","SOULM","Forb/herb"
"29290","SOULP2","Forb/herb"
"29291","SOULU2","Forb/herb"
"29292","SOVE6","Forb/herb"
"29293","SOVE2","Forb/herb"
"29294","SOVI10","Forb/herb"
"29295","SOWR","Forb/herb"
"29296","SOWRA","Forb/herb"
"29297","SOWRW","Forb/herb"
"29299","SOMU2","Forb/herb"
"29300","SOSE2","Forb/herb"
"29306","SOAR2","Forb/herb"
"29307","SOARA2","Forb/herb"
"29308","SOARU","Forb/herb"
"29309","SOAS","Forb/herb"
"29310","SOOL","Forb/herb"
"29311","SOTE3","Forb/herb"
"29318","SONU","Forb/herb"
"29320","SOST4","Forb/herb"
"29356","SPFR2","Forb/herb"
"29357","SPFRG","Forb/herb"
"29358","SPTR","Forb/herb"
"29360","SPAM","Forb/herb"
"29361","SPAN","Forb/herb"
"29362","SPAN2","Forb/herb"
"29363","SPEM2","Forb/herb"
"29364","SPER","Forb/herb"
"29365","SPERS2","Forb/herb"
"29366","SPEU","Forb/herb"
"29367","SPFL","Forb/herb"
"29368","SPGL","Forb/herb"
"29369","SPHY","Forb/herb"
"29370","SPNA","Forb/herb"
"29390","SPPL","Forb/herb"
"29392","SPAR","Forb/herb"
"29393","SPMO2","Forb/herb"
"29394","SPPE4","Forb/herb"
"29396","SPAT","Forb/herb"
"29397","SPBO","Forb/herb"
"29398","SPCA3","Forb/herb"
"29399","SPCAC","Forb/herb"
"29400","SPCAO","Forb/herb"
"29401","SPDI","Forb/herb"
"29402","SPEC","Forb/herb"
"29403","SPMA","Forb/herb"
"29404","SPMAL","Forb/herb"
"29405","SPMAL2","Forb/herb"
"29406","SPMAM","Forb/herb"
"29407","SPMA10","Forb/herb"
"29408","SPPL2","Forb/herb"
"29409","SPPU8","Forb/herb"
"29410","SPRU","Forb/herb"
"29411","SPSA5","Forb/herb"
"29412","SPVI","Forb/herb"
"29414","SPAS2","Forb/herb"
"29415","SPCA18","Forb/herb"
"29416","SPDE3","Forb/herb"
"29417","SPEX","Forb/herb"
"29418","SPFL4","Forb/herb"
"29419","SPGL2","Forb/herb"
"29420","SPLA11","Forb/herb"
"29421","SPOV3","Forb/herb"
"29422","SPPR4","Forb/herb"
"29423","SPTE","Forb/herb"
"29424","SPTE8","Forb/herb"
"29425","SPTE6","Forb/herb"
"29428","SPDI2","Forb/herb"
"29429","SPEC2","Forb/herb"
"29430","SPHA2","Forb/herb"
"29431","SPIN","Forb/herb"
"29433","SPAM2","Forb/herb"
"29434","SPAMA","Forb/herb"
"29435","SPAMM","Forb/herb"
"29436","SPAMR","Forb/herb"
"29437","SPAMR2","Forb/herb"
"29438","SPAN3","Forb/herb"
"29439","SPBO2","Forb/herb"
"29440","SPCA4","Forb/herb"
"29441","SPCAC3","Forb/herb"
"29442","SPCAW","Forb/herb"
"29443","SPCO","Forb/herb"
"29444","SPCOC","Forb/herb"
"29445","SPCOE","Forb/herb"
"29446","SPCO2","Forb/herb"
"29447","SPDI3","Forb/herb"
"29448","SPDID","Forb/herb"
"29449","SPDIT","Forb/herb"
"29450","SPEM","Forb/herb"
"29451","SPFE","Forb/herb"
"29452","SPFEA","Forb/herb"
"29453","SPFEE","Forb/herb"
"29454","SPFEF","Forb/herb"
"29455","SPFET","Forb/herb"
"29456","SPFEV","Forb/herb"
"29457","SPGI2","Forb/herb"
"29458","SPGR2","Forb/herb"
"29459","SPGRG","Forb/herb"
"29460","SPGRP2","Forb/herb"
"29461","SPHA","Forb/herb"
"29462","SPIN2","Forb/herb"
"29463","SPINC","Forb/herb"
"29464","SPINI","Forb/herb"
"29465","SPJA3","Forb/herb"
"29466","SPLA","Forb/herb"
"29467","SPLE","Forb/herb"
"29468","SPLI","Forb/herb"
"29469","SPMU2","Forb/herb"
"29470","SPMUM","Forb/herb"
"29471","SPMUS2","Forb/herb"
"29472","SPOR","Forb/herb"
"29473","SPPA2","Forb/herb"
"29474","SPPE2","Forb/herb"
"29475","SPPO6","Forb/herb"
"29476","SPPR3","Forb/herb"
"29477","SPPS","Forb/herb"
"29478","SPRU2","Forb/herb"
"29479","SPRUE","Forb/herb"
"29480","SPRUG","Forb/herb"
"29481","SPRUR","Forb/herb"
"29482","SPWR","Forb/herb"
"29484","SPAR2","Forb/herb"
"29485","SPCA7","Forb/herb"
"29486","SPCA8","Forb/herb"
"29487","SPCO8","Forb/herb"
"29488","SPDI5","Forb/herb"
"29489","SPRU3","Forb/herb"
"29490","SPSI3","Forb/herb"
"29492","SPSA3","Forb/herb"
"29494","SPTR6","Forb/herb"
"29528","SPZE","Forb/herb"
"29538","SPCA5","Forb/herb"
"29540","SPCO3","Forb/herb"
"29542","SPAL6","Forb/herb"
"29543","SPAN4","Forb/herb"
"29544","SPGE","Forb/herb"
"29545","SPGEG","Forb/herb"
"29546","SPHE7","Forb/herb"
"29547","SPLO3","Forb/herb"
"29548","SPMA3","Forb/herb"
"29549","SPTE2","Forb/herb"
"29551","SPOL","Forb/herb"
"29587","SPAM7","Forb/herb"
"29588","SPBO3","Forb/herb"
"29589","SPBR","Forb/herb"
"29590","SPCA6","Forb/herb"
"29591","SPCAC4","Forb/herb"
"29592","SPCE","Forb/herb"
"29593","SPDE6","Forb/herb"
"29594","SPDI6","Forb/herb"
"29595","SPEA","Forb/herb"
"29596","SPFL10","Forb/herb"
"29597","SPFO5","Forb/herb"
"29598","SPIN7","Forb/herb"
"29599","SPIN6","Forb/herb"
"29600","SPIT","Forb/herb"
"29601","SPLA4","Forb/herb"
"29602","SPLAG","Forb/herb"
"29603","SPLAL","Forb/herb"
"29604","SPLA3","Forb/herb"
"29605","SPLO2","Forb/herb"
"29606","SPLU2","Forb/herb"
"29607","SPMA5","Forb/herb"
"29608","SPME6","Forb/herb"
"29609","SPOC","Forb/herb"
"29610","SPOD","Forb/herb"
"29611","SPOV","Forb/herb"
"29612","SPOVE","Forb/herb"
"29613","SPOVO","Forb/herb"
"29614","SPPA5","Forb/herb"
"29615","SPPO7","Forb/herb"
"29616","SPPR2","Forb/herb"
"29617","SPRO","Forb/herb"
"29618","SPSI6","Forb/herb"
"29619","SPTO5","Forb/herb"
"29620","SPTU","Forb/herb"
"29621","SPVE","Forb/herb"
"29623","SPPO","Forb/herb"
"29671","STGR6","Forb/herb"
"29673","STAF2","Forb/herb"
"29674","STAJ","Forb/herb"
"29675","STAL","Forb/herb"
"29676","STAN","Forb/herb"
"29677","STAP5","Forb/herb"
"29678","STAR","Forb/herb"
"29679","STAS","Forb/herb"
"29680","STBE6","Forb/herb"
"29681","STBI","Forb/herb"
"29682","STBU","Forb/herb"
"29683","STBY","Forb/herb"
"29684","STCH","Forb/herb"
"29685","STCHC2","Forb/herb"
"29686","STCHC3","Forb/herb"
"29687","STCL","Forb/herb"
"29688","STCO","Forb/herb"
"29689","STCO9","Forb/herb"
"29690","STCR7","Forb/herb"
"29691","STDR","Forb/herb"
"29692","STEP","Forb/herb"
"29693","STFL4","Forb/herb"
"29694","STGE","Forb/herb"
"29695","STHY3","Forb/herb"
"29696","STLA5","Forb/herb"
"29697","STLO6","Forb/herb"
"29698","STMA12","Forb/herb"
"29699","STME","Forb/herb"
"29700","STOC6","Forb/herb"
"29701","STOF2","Forb/herb"
"29702","STPA","Forb/herb"
"29703","STPI6","Forb/herb"
"29704","STPIA","Forb/herb"
"29705","STPIP5","Forb/herb"
"29706","STPY","Forb/herb"
"29707","STRE6","Forb/herb"
"29708","STRI","Forb/herb"
"29709","STRIQ2","Forb/herb"
"29710","STRIR3","Forb/herb"
"29711","STRO","Forb/herb"
"29712","STST17","Forb/herb"
"29713","STST","Forb/herb"
"29714","STSY2","Forb/herb"
"29715","STTE","Forb/herb"
"29717","STAU","Forb/herb"
"29718","STGR14","Forb/herb"
"29719","STIN3","Forb/herb"
"29720","STJA","Forb/herb"
"29723","STUR","Forb/herb"
"29725","STCA23","Forb/herb"
"29727","STAL2","Forb/herb"
"29728","STCO2","Forb/herb"
"29729","STEL","Forb/herb"
"29730","STPI","Forb/herb"
"29731","STPIB","Forb/herb"
"29732","STPII","Forb/herb"
"29733","STPII2","Forb/herb"
"29734","STPIP","Forb/herb"
"29735","STTO","Forb/herb"
"29736","STTOR","Forb/herb"
"29737","STTOT","Forb/herb"
"29738","STVI","Forb/herb"
"29740","STGI","Forb/herb"
"29747","STAL3","Forb/herb"
"29748","STAL4","Forb/herb"
"29749","STAM","Forb/herb"
"29750","STBO3","Forb/herb"
"29751","STBOB","Forb/herb"
"29752","STBOS","Forb/herb"
"29753","STCA","Forb/herb"
"29754","STCI4","Forb/herb"
"29755","STCO7","Forb/herb"
"29756","STCR","Forb/herb"
"29757","STCRC","Forb/herb"
"29758","STCRE","Forb/herb"
"29759","STCRL","Forb/herb"
"29760","STCR2","Forb/herb"
"29761","STCU","Forb/herb"
"29762","STDI4","Forb/herb"
"29763","STFO","Forb/herb"
"29764","STGR","Forb/herb"
"29765","STHO2","Forb/herb"
"29766","STHU","Forb/herb"
"29767","STIR","Forb/herb"
"29768","STLI","Forb/herb"
"29769","STLO","Forb/herb"
"29770","STLOA2","Forb/herb"
"29771","STLOL","Forb/herb"
"29772","STLO2","Forb/herb"
"29773","STLOL7","Forb/herb"
"29774","STME2","Forb/herb"
"29775","STMEM","Forb/herb"
"29776","STMEN","Forb/herb"
"29777","STMEP","Forb/herb"
"29778","STNI","Forb/herb"
"29779","STOB","Forb/herb"
"29780","STOX2","Forb/herb"
"29781","STPA7","Forb/herb"
"29782","STPA9","Forb/herb"
"29783","STPO8","Forb/herb"
"29784","STPR","Forb/herb"
"29785","STPU","Forb/herb"
"29786","STRU","Forb/herb"
"29787","STRUA","Forb/herb"
"29788","STRUR","Forb/herb"
"29789","STUM","Forb/herb"
"29791","STDU","Forb/herb"
"29792","STLA17","Forb/herb"
"29793","STSC","Forb/herb"
"29795","STBA","Forb/herb"
"29796","STDU2","Forb/herb"
"29797","STDUD","Forb/herb"
"29798","STDUF","Forb/herb"
"29800","STGR2","Forb/herb"
"29801","STGRG2","Forb/herb"
"29802","STGRM","Forb/herb"
"29803","STGRR","Forb/herb"
"29804","STOC","Forb/herb"
"29806","STBU4","Forb/herb"
"29807","STMU4","Forb/herb"
"29808","STMUM","Forb/herb"
"29809","STMUP","Forb/herb"
"29810","STNI6","Forb/herb"
"29811","STNIF","Forb/herb"
"29812","STNIG","Forb/herb"
"29813","STNIN","Forb/herb"
"29814","STRU9","Forb/herb"
"29818","STTE6","Forb/herb"
"29820","STFL2","Forb/herb"
"29821","STSA3","Forb/herb"
"29823","STAN3","Forb/herb"
"29824","STBI3","Forb/herb"
"29825","STCA9","Forb/herb"
"29826","STCA10","Forb/herb"
"29827","STCA12","Forb/herb"
"29828","STCI3","Forb/herb"
"29829","STCR4","Forb/herb"
"29830","STHA2","Forb/herb"
"29831","STKA","Forb/herb"
"29832","STKAK","Forb/herb"
"29833","STKAS","Forb/herb"
"29834","STKA2","Forb/herb"
"29835","STKA3","Forb/herb"
"29837","STKE","Forb/herb"
"29838","STMA3","Forb/herb"
"29839","STMI3","Forb/herb"
"29840","STOX","Forb/herb"
"29841","STPU4","Forb/herb"
"29842","STRO2","Forb/herb"
"29843","STRU2","Forb/herb"
"29844","STSC4","Forb/herb"
"29845","STSE5","Forb/herb"
"29848","STLA11","Forb/herb"
"29849","STLAL5","Forb/herb"
"29850","STLAP2","Forb/herb"
"29851","STMI14","Forb/herb"
"29852","STSQ2","Forb/herb"
"29854","STLI2","Forb/herb"
"29858","STAC","Forb/herb"
"29859","STAR10","Forb/herb"
"29860","STARA","Forb/herb"
"29861","STARG","Forb/herb"
"29862","STLA7","Forb/herb"
"29867","STCI","Forb/herb"
"29868","STDI6","Forb/herb"
"29869","STEL3","Forb/herb"
"29870","STEX","Forb/herb"
"29871","STEXC2","Forb/herb"
"29872","STEXC3","Forb/herb"
"29873","STEXD2","Forb/herb"
"29874","STEXE","Forb/herb"
"29875","STEXM","Forb/herb"
"29876","STFL8","Forb/herb"
"29877","STLA","Forb/herb"
"29878","STMA5","Forb/herb"
"29879","STMI13","Forb/herb"
"29880","STMIM","Forb/herb"
"29881","STMIM2","Forb/herb"
"29882","STMIU2","Forb/herb"
"29883","STPA2","Forb/herb"
"29884","STPA3","Forb/herb"
"29885","STPA4","Forb/herb"
"29886","STRU3","Forb/herb"
"29887","STSC5","Forb/herb"
"29888","STTH","Forb/herb"
"29889","STVI2","Forb/herb"
"29890","STVIP","Forb/herb"
"29891","STVIV","Forb/herb"
"29892","STWR2","Forb/herb"
"29894","STLU4","Forb/herb"
"29897","STMI","Forb/herb"
"29898","STOV3","Forb/herb"
"29899","STOVT","Forb/herb"
"29900","STPL","Forb/herb"
"29901","STPLA","Forb/herb"
"29902","STPLP","Forb/herb"
"29904","STSE2","Forb/herb"
"29905","STVI3","Forb/herb"
"29910","STOW","Forb/herb"
"29915","STLI3","Forb/herb"
"29916","STPA5","Forb/herb"
"29917","STSP","Forb/herb"
"29918","STSY","Forb/herb"
"29919","STSYS2","Forb/herb"
"29920","STSYT","Forb/herb"
"29921","STTE3","Forb/herb"
"29922","STTR2","Forb/herb"
"29924","STSE3","Forb/herb"
"29925","STSEL2","Forb/herb"
"29926","STSES","Forb/herb"
"29928","STLA6","Forb/herb"
"29932","STLO4","Forb/herb"
"29934","STAL5","Forb/herb"
"29935","STALA","Forb/herb"
"29936","STALP","Forb/herb"
"29937","STBA2","Forb/herb"
"29938","STBA3","Forb/herb"
"29939","STBA4","Forb/herb"
"29940","STBE","Forb/herb"
"29941","STBR4","Forb/herb"
"29942","STBRB","Forb/herb"
"29943","STBRH2","Forb/herb"
"29944","STBR","Forb/herb"
"29945","STBR2","Forb/herb"
"29946","STCA3","Forb/herb"
"29947","STCA4","Forb/herb"
"29948","STCA5","Forb/herb"
"29949","STCAA","Forb/herb"
"29950","STCAC","Forb/herb"
"29951","STCO6","Forb/herb"
"29952","STCOC","Forb/herb"
"29953","STCOD2","Forb/herb"
"29954","STCOP","Forb/herb"
"29955","STCU3","Forb/herb"
"29956","STDI2","Forb/herb"
"29957","STDR2","Forb/herb"
"29958","STFA2","Forb/herb"
"29959","STFE","Forb/herb"
"29960","STGL8","Forb/herb"
"29961","STGLG","Forb/herb"
"29962","STGLP","Forb/herb"
"29963","STGLS","Forb/herb"
"29964","STGLH2","Forb/herb"
"29965","STGLS3","Forb/herb"
"29966","STGLS4","Forb/herb"
"29967","STGR3","Forb/herb"
"29968","STHE6","Forb/herb"
"29969","STHI2","Forb/herb"
"29970","STHO","Forb/herb"
"29971","STHY","Forb/herb"
"29972","STIN","Forb/herb"
"29973","STINI","Forb/herb"
"29974","STINL","Forb/herb"
"29975","STLE8","Forb/herb"
"29976","STLO7","Forb/herb"
"29977","STMA2","Forb/herb"
"29978","STMAM","Forb/herb"
"29979","STMAO","Forb/herb"
"29980","STMO3","Forb/herb"
"29981","STMOE","Forb/herb"
"29982","STMOH","Forb/herb"
"29983","STMOK","Forb/herb"
"29984","STMOM","Forb/herb"
"29985","STNI2","Forb/herb"
"29986","STOB5","Forb/herb"
"29987","STOL","Forb/herb"
"29988","STPL2","Forb/herb"
"29989","STPO2","Forb/herb"
"29990","STSP4","Forb/herb"
"29991","STSQ","Forb/herb"
"29992","STTO3","Forb/herb"
"29993","STTOF","Forb/herb"
"29994","STTOO3","Forb/herb"
"29995","STTOO","Forb/herb"
"29996","STTOP","Forb/herb"
"29997","STTOS","Forb/herb"
"29998","STTOT2","Forb/herb"
"29999","STVE7","Forb/herb"
"30001","STAM2","Forb/herb"
"30002","STAMA2","Forb/herb"
"30003","STAMC","Forb/herb"
"30004","STAMP","Forb/herb"
"30005","STLA16","Forb/herb"
"30006","STLAC","Forb/herb"
"30007","STLAL2","Forb/herb"
"30008","STLAL3","Forb/herb"
"30009","STLAR","Forb/herb"
"30010","STOR","Forb/herb"
"30011","STST3","Forb/herb"
"30012","STSTS","Forb/herb"
"30013","STSTB","Forb/herb"
"30017","STAS2","Forb/herb"
"30018","STGE2","Forb/herb"
"30020","STTI2","Forb/herb"
"30024","STHE9","Forb/herb"
"30025","STLE6","Forb/herb"
"30026","STUM2","Forb/herb"
"30032","STFI6","Forb/herb"
"30033","STFIA2","Forb/herb"
"30034","STFIF","Forb/herb"
"30035","STFIO","Forb/herb"
"30036","STPE15","Forb/herb"
"30037","STST20","Forb/herb"
"30038","STVA8","Forb/herb"
"30040","STAB","Forb/herb"
"30041","STAQ3","Forb/herb"
"30042","STHU2","Forb/herb"
"30043","STPA8","Forb/herb"
"30044","STPAA","Forb/herb"
"30045","STPAP8","Forb/herb"
"30046","STPI3","Forb/herb"
"30047","STPIP2","Forb/herb"
"30048","STPIP3","Forb/herb"
"30049","STVI6","Forb/herb"
"30051","STCI10","Forb/herb"
"30052","STGN","Forb/herb"
"30053","STIN4","Forb/herb"
"30054","STMA10","Forb/herb"
"30055","STMI2","Forb/herb"
"30056","STPS","Forb/herb"
"30057","STSO2","Forb/herb"
"30059","STCA6","Forb/herb"
"30061","STHE3","Forb/herb"
"30063","STDI3","Forb/herb"
"30065","STBI2","Forb/herb"
"30066","STCA7","Forb/herb"
"30068","STHA","Forb/herb"
"30069","STHU4","Forb/herb"
"30070","STVI5","Forb/herb"
"30087","SUCA2","Forb/herb"
"30088","SUCA","Forb/herb"
"30090","SUES","Forb/herb"
"30091","SULI","Forb/herb"
"30092","SULI2","Forb/herb"
"30093","SUMA","Forb/herb"
"30094","SUMAM","Forb/herb"
"30095","SUMAR","Forb/herb"
"30096","SUME","Forb/herb"
"30097","SUMO","Forb/herb"
"30098","SURO","Forb/herb"
"30099","SUSU","Forb/herb"
"30100","SUSUD","Forb/herb"
"30101","SUSUS","Forb/herb"
"30102","SUTA","Forb/herb"
"30105","SUAQ","Forb/herb"
"30106","SUAQA2","Forb/herb"
"30108","SUPR","Forb/herb"
"30110","SUIN2","Forb/herb"
"30112","SUSU2","Forb/herb"
"30114","SURA","Forb/herb"
"30115","SUVI","Forb/herb"
"30117","SUHA","Forb/herb"
"30118","SUHAH","Forb/herb"
"30119","SUHAP","Forb/herb"
"30120","SUOR","Forb/herb"
"30121","SUSU3","Forb/herb"
"30127","SWPE","Forb/herb"
"30153","SYAD","Forb/herb"
"30154","SYAM3","Forb/herb"
"30155","SYAN2","Forb/herb"
"30156","SYAN3","Forb/herb"
"30157","SYAS3","Forb/herb"
"30158","SYBA5","Forb/herb"
"30159","SYBA","Forb/herb"
"30160","SYBO2","Forb/herb"
"30161","SYBR","Forb/herb"
"30162","SYCA3","Forb/herb"
"30163","SYCAB","Forb/herb"
"30164","SYCAC","Forb/herb"
"30165","SYCH4","Forb/herb"
"30166","SYCHC","Forb/herb"
"30167","SYCHI","Forb/herb"
"30168","SYCHM","Forb/herb"
"30169","SYCI2","Forb/herb"
"30170","SYCI","Forb/herb"
"30171","SYCO2","Forb/herb"
"30172","SYCO3","Forb/herb"
"30173","SYCO4","Forb/herb"
"30174","SYCU2","Forb/herb"
"30175","SYDE","Forb/herb"
"30176","SYDE2","Forb/herb"
"30177","SYDI2","Forb/herb"
"30178","SYDR","Forb/herb"
"30179","SYDRD","Forb/herb"
"30180","SYDRT","Forb/herb"
"30181","SYDU2","Forb/herb"
"30182","SYDUD2","Forb/herb"
"30183","SYDUG","Forb/herb"
"30184","SYDUP","Forb/herb"
"30185","SYDUS","Forb/herb"
"30186","SYDUS2","Forb/herb"
"30187","SYEA2","Forb/herb"
"30188","SYEL2","Forb/herb"
"30189","SYER","Forb/herb"
"30190","SYERE","Forb/herb"
"30191","SYERP2","Forb/herb"
"30192","SYERS","Forb/herb"
"30193","SYEU","Forb/herb"
"30194","SYEX","Forb/herb"
"30195","SYFA","Forb/herb"
"30196","SYFAC","Forb/herb"
"30197","SYFAF","Forb/herb"
"30198","SYFE","Forb/herb"
"30199","SYFI4","Forb/herb"
"30200","SYFO2","Forb/herb"
"30201","SYFOA","Forb/herb"
"30202","SYFOC","Forb/herb"
"30203","SYFOF","Forb/herb"
"30204","SYFOP","Forb/herb"
"30205","SYFO3","Forb/herb"
"30206","SYFR2","Forb/herb"
"30207","SYGE","Forb/herb"
"30208","SYGR5","Forb/herb"
"30209","SYGR6","Forb/herb"
"30210","SYGR7","Forb/herb"
"30211","SYHA","Forb/herb"
"30212","SYHE5","Forb/herb"
"30213","SYJE","Forb/herb"
"30214","SYKR","Forb/herb"
"30215","SYLA3","Forb/herb"
"30216","SYLAC","Forb/herb"
"30217","SYLAG","Forb/herb"
"30218","SYLAL3","Forb/herb"
"30219","SYLAP","Forb/herb"
"30220","SYLA6","Forb/herb"
"30221","SYLAH","Forb/herb"
"30222","SYLAH6","Forb/herb"
"30223","SYLAL6","Forb/herb"
"30224","SYLAH7","Forb/herb"
"30225","SYLAI3","Forb/herb"
"30226","SYLAL4","Forb/herb"
"30227","SYLAL5","Forb/herb"
"30228","SYLA4","Forb/herb"
"30229","SYLAA","Forb/herb"
"30230","SYLAF","Forb/herb"
"30231","SYLAH5","Forb/herb"
"30232","SYLAL7","Forb/herb"
"30233","SYLAS","Forb/herb"
"30234","SYLAT","Forb/herb"
"30235","SYLE2","Forb/herb"
"30236","SYLO4","Forb/herb"
"30237","SYLO2","Forb/herb"
"30238","SYMO2","Forb/herb"
"30239","SYNO2","Forb/herb"
"30240","SYNO3","Forb/herb"
"30241","SYNOE","Forb/herb"
"30242","SYNON","Forb/herb"
"30243","SYNOV","Forb/herb"
"30244","SYOB","Forb/herb"
"30245","SYON2","Forb/herb"
"30246","SYOO","Forb/herb"
