"plant_id","type","type","present"
"22610","PEMA13","Forb/herb","Forb/herb",1
"22611","PEME2","Forb/herb","Forb/herb",1
"22612","PEME15","Forb/herb, Subshrub","Forb/herb",1
"22613","PEMI8","Forb/herb","Forb/herb",1
"22614","PEMI3","Subshrub, Forb/herb","Forb/herb",1
"22615","PEMO3","Forb/herb","Forb/herb",1
"22616","PEMOM","Forb/herb","Forb/herb",1
"22617","PEMOP","Forb/herb","Forb/herb",1
"22618","PEMO","Forb/herb","Forb/herb",1
"22619","PEMO4","Subshrub, Forb/herb","Forb/herb",1
"22620","PEMOI2","Subshrub, Forb/herb","Forb/herb",1
"22621","PEMOM2","Subshrub, Forb/herb","Forb/herb",1
"22622","PEMO5","Forb/herb","Forb/herb",1
"22623","PEMU9","Forb/herb","Forb/herb",1
"22624","PEMU2","Forb/herb","Forb/herb",1
"22625","PENA3","Forb/herb","Forb/herb",1
"22626","PENA4","Forb/herb","Forb/herb",1
"22627","PENE6","Forb/herb","Forb/herb",1
"22628","PENE2","Subshrub, Forb/herb","Forb/herb",1
"22629","PENE3","Subshrub, Forb/herb","Forb/herb",1
"22630","PENEB","Subshrub, Forb/herb","Forb/herb",1
"22631","PENEN","Subshrub, Forb/herb","Forb/herb",1
"22632","PENES","Subshrub, Forb/herb","Forb/herb",1
"22633","PENI3","Subshrub, Forb/herb","Forb/herb",1
"22634","PENIN","Subshrub, Forb/herb","Forb/herb",1
"22635","PENIP2","Subshrub, Forb/herb","Forb/herb",1
"22636","PENU","Forb/herb","Forb/herb",1
"22637","PEOK","Forb/herb","Forb/herb",1
"22638","PEOL","Forb/herb","Forb/herb",1
"22639","PEOP","Forb/herb","Forb/herb",1
"22640","PEOS","Forb/herb","Forb/herb",1
"22641","PEOV2","Subshrub, Forb/herb","Forb/herb",1
"22642","PEPA6","Forb/herb","Forb/herb",1
"22643","PEPAC2","Forb/herb","Forb/herb",1
"22644","PEPAM5","Forb/herb","Forb/herb",1
"22645","PEPAP8","Forb/herb","Forb/herb",1
"22646","PEPA23","Forb/herb","Forb/herb",1
"22647","PEPA7","Forb/herb","Forb/herb",1
"22648","PEPA8","Subshrub, Forb/herb","Forb/herb",1
"22649","PEPAE2","Subshrub, Forb/herb","Forb/herb",1
"22650","PEPAM3","Subshrub, Forb/herb","Forb/herb",1
"22651","PEPAP9","Subshrub, Forb/herb","Forb/herb",1
"22652","PEPA9","Subshrub, Forb/herb","Forb/herb",1
"22654","PEPA24","Forb/herb","Forb/herb",1
"22655","PEPA25","Forb/herb","Forb/herb",1
"22656","PEPA26","Subshrub, Forb/herb","Forb/herb",1
"22657","PEPA27","Subshrub, Forb/herb","Forb/herb",1
"22658","PEPA29","Subshrub, Forb/herb","Forb/herb",1
"22659","PEPA30","Subshrub, Forb/herb","Forb/herb",1
"22660","PEPE10","Subshrub, Forb/herb","Forb/herb",1
"22661","PEPE32","Forb/herb","Forb/herb",1
"22662","PEPE25","Subshrub, Forb/herb","Forb/herb",1
"22663","PEPE11","Forb/herb","Forb/herb",1
"22664","PEPE12","Subshrub, Forb/herb","Forb/herb",1
"22665","PEPE3","Forb/herb","Forb/herb",1
"22666","PEPE13","Subshrub, Shrub, Forb/herb","Forb/herb",1
"22667","PEPI3","Subshrub, Forb/herb","Forb/herb",1
"22668","PEPI4","Forb/herb","Forb/herb",1
"22669","PEPL4","Subshrub, Forb/herb","Forb/herb",1
"22670","PEPR6","Subshrub, Forb/herb","Forb/herb",1
"22671","PEPR2","Subshrub, Forb/herb","Forb/herb",1
"22672","PEPRA2","Subshrub, Forb/herb","Forb/herb",1
"22673","PEPRB2","Subshrub, Forb/herb","Forb/herb",1
"22674","PEPRF2","Subshrub, Forb/herb","Forb/herb",1
"22675","PEPRM2","Subshrub, Forb/herb","Forb/herb",1
"22676","PEPRP","Subshrub, Forb/herb","Forb/herb",1
"22677","PEPRT","Subshrub, Forb/herb","Forb/herb",1
"22678","PEPR3","Subshrub, Forb/herb","Forb/herb",1
"22679","PEPS4","Forb/herb","Forb/herb",1
"22680","PEPS3","Forb/herb","Forb/herb",1
"22681","PEPS","Subshrub, Shrub, Forb/herb","Forb/herb",1
"22682","PEPSC","Subshrub, Shrub, Forb/herb","Forb/herb",1
"22683","PEPSP","Subshrub, Shrub, Forb/herb","Forb/herb",1
"22684","PEPU11","Subshrub, Forb/herb","Forb/herb",1
"22685","PEPU12","Subshrub, Forb/herb","Forb/herb",1
"22686","PEPU4","Subshrub, Forb/herb","Forb/herb",1
"22687","PEPU13","Forb/herb","Forb/herb",1
"22688","PERA2","Subshrub, Forb/herb","Forb/herb",1
"22689","PERA8","Forb/herb","Forb/herb",1
"22690","PERA3","Forb/herb","Forb/herb",1
"22691","PERAK","Forb/herb","Forb/herb",1
"22692","PERAR2","Forb/herb","Forb/herb",1
"22693","PERE7","Forb/herb","Forb/herb",1
"22694","PERH6","Forb/herb","Forb/herb",1
"22695","PERI","Subshrub, Forb/herb","Forb/herb",1
"22696","PERIC3","Subshrub, Forb/herb","Forb/herb",1
"22697","PERID3","Subshrub, Forb/herb","Forb/herb",1
"22698","PERIR","Subshrub, Forb/herb","Forb/herb",1
"22699","PERO12","Forb/herb, Subshrub","Forb/herb",1
"22700","PERO10","Subshrub, Forb/herb","Forb/herb",1
"22701","PERU5","Forb/herb","Forb/herb",1
"22702","PERU","Subshrub, Forb/herb","Forb/herb",1
"22703","PERY","Subshrub, Forb/herb","Forb/herb",1
"22704","PERYA","Subshrub, Forb/herb","Forb/herb",1
"22705","PERYO","Subshrub, Forb/herb","Forb/herb",1
"22706","PERYR","Subshrub, Forb/herb","Forb/herb",1
"22707","PESA2","Forb/herb","Forb/herb",1
"22708","PESC2","Subshrub, Forb/herb","Forb/herb",1
"22709","PESC5","Subshrub, Forb/herb","Forb/herb",1
"22710","PESCA","Subshrub, Forb/herb","Forb/herb",1
"22711","PESCC","Subshrub, Forb/herb","Forb/herb",1
"22712","PESCG","Subshrub, Forb/herb","Forb/herb",1
"22713","PESCS","Subshrub, Forb/herb","Forb/herb",1
"22714","PESE11","Forb/herb","Forb/herb",1
"22715","PESE12","Subshrub, Forb/herb","Forb/herb",1
"22716","PESE13","Subshrub, Forb/herb","Forb/herb",1
"22717","PESE5","Subshrub, Forb/herb","Forb/herb",1
"22718","PESM","Forb/herb","Forb/herb",1
"22719","PESP2","Subshrub, Forb/herb","Forb/herb",1
"22720","PESP","Forb/herb","Forb/herb",1
"22721","PESP3","Subshrub, Forb/herb","Forb/herb",1
"22722","PESPS2","Subshrub, Forb/herb","Forb/herb",1
"22723","PESPS","Subshrub, Forb/herb","Forb/herb",1
"22724","PEST6","Forb/herb","Forb/herb",1
"22725","PEST","Subshrub, Shrub, Forb/herb","Forb/herb",1
"22726","PEST9","Subshrub, Forb/herb","Forb/herb",1
"22727","PEST2","Forb/herb","Forb/herb",1
"22728","PESU2","Forb/herb","Forb/herb",1
"22729","PESU6","Subshrub, Forb/herb","Forb/herb",1
"22730","PESU7","Forb/herb","Forb/herb",1
"22731","PESU10","Subshrub, Forb/herb","Forb/herb",1
"22732","PESU8","Forb/herb","Forb/herb",1
"22733","PETE4","Forb/herb","Forb/herb",1
"22734","PETE3","Forb/herb","Forb/herb",1
"22735","PETE9","Forb/herb","Forb/herb",1
"22736","PETH2","Subshrub, Forb/herb","Forb/herb",1
"22737","PETHJ","Subshrub, Forb/herb","Forb/herb",1
"22738","PETHT2","Subshrub, Forb/herb","Forb/herb",1
"22740","PETI2","Forb/herb","Forb/herb",1
"22741","PETI3","Forb/herb","Forb/herb",1
"22742","PETR","Subshrub, Forb/herb","Forb/herb",1
"22743","PETR2","Forb/herb","Forb/herb",1
"22744","PETRI","Forb/herb","Forb/herb",1
"22745","PETRT2","Forb/herb","Forb/herb",1
"22746","PETR6","Subshrub, Forb/herb","Forb/herb",1
"22747","PETU","Forb/herb","Forb/herb",1
"22748","PETUA","Forb/herb","Forb/herb",1
"22749","PETUT","Forb/herb","Forb/herb",1
"22750","PETU2","Subshrub, Forb/herb","Forb/herb",1
"22751","PEUI","Subshrub, Forb/herb","Forb/herb",1
"22752","PEUN","Forb/herb","Forb/herb",1
"22753","PEUT","Forb/herb","Forb/herb",1
"22754","PEVE2","Subshrub, Shrub, Forb/herb","Forb/herb",1
"22755","PEVE9","Forb/herb","Forb/herb",1
"22756","PEVI3","Subshrub, Forb/herb","Forb/herb",1
"22757","PEVI4","Forb/herb","Forb/herb",1
"22758","PEWA8","Subshrub, Forb/herb","Forb/herb",1
"22759","PEWA9","Subshrub, Forb/herb","Forb/herb",1
"22760","PEWA","Subshrub, Forb/herb","Forb/herb",1
"22761","PEWH","Subshrub, Forb/herb","Forb/herb",1
"22762","PEWI","Subshrub, Forb/herb","Forb/herb",1
"22763","PEWR2","Forb/herb","Forb/herb",1
"22764","PEYA2","Forb/herb","Forb/herb",1
"22766","PEAL19","Forb/herb","Forb/herb",1
"22767","PEAU3","Forb/herb","Forb/herb",1
"22768","PEAUA","Forb/herb","Forb/herb",1
"22769","PEAUA3","Forb/herb","Forb/herb",1
"22770","PEBE","Forb/herb","Forb/herb",1
"22771","PEEX4","Forb/herb","Forb/herb",1
"22772","PEEXA","Forb/herb","Forb/herb",1
"22773","PEEXE","Forb/herb","Forb/herb",1
"22774","PEFR6","Forb/herb","Forb/herb",1
"22775","PELY4","Forb/herb","Forb/herb",1
"22777","PESE10","Forb/herb","Forb/herb",1
"22779","PEPA40","Forb/herb","Forb/herb",1
"22780","PETR7","Forb/herb","Forb/herb",1
"22781","PETRM","Forb/herb","Forb/herb",1
"22782","PETRT","Forb/herb","Forb/herb",1
"22783","PETRV","Forb/herb","Forb/herb",1
"22789","PESE6","Forb/herb","Forb/herb",1
"22791","PEPE14","Forb/herb","Forb/herb",1
"22795","PEAL8","Forb/herb","Forb/herb",1
"22796","PEAL9","Forb/herb","Forb/herb",1
"22797","PEAM6","Forb/herb","Forb/herb",1
"22798","PEBL","Forb/herb","Forb/herb",1
"22799","PEBLF","Forb/herb","Forb/herb",1
"22800","PECO13","Forb/herb","Forb/herb",1
"22801","PEDE6","Forb/herb","Forb/herb",1
"22802","PEEE","Forb/herb","Forb/herb",1
"22803","PEEL","Forb/herb","Forb/herb",1
"22804","PEEX2","Forb/herb","Forb/herb",1
"22805","PEGL7","Forb/herb","Forb/herb",1
"22806","PEGL8","Forb/herb","Forb/herb",1
"22807","PEHE7","Forb/herb","Forb/herb",1
"22808","PEHI2","Forb/herb","Forb/herb",1
"22809","PEHU3","Forb/herb","Forb/herb",1
"22810","PEHY3","Forb/herb","Forb/herb",1
"22811","PEKI2","Forb/herb","Forb/herb",1
"22812","PEKO","Forb/herb","Forb/herb",1
"22813","PELA11","Forb/herb","Forb/herb",1
"22814","PELI6","Forb/herb","Forb/herb",1
"22815","PEMA3","Forb/herb","Forb/herb",1
"22816","PEMA5","Forb/herb","Forb/herb",1
"22817","PEMA7","Forb/herb","Forb/herb",1
"22818","PEME5","Forb/herb","Forb/herb",1
"22819","PEOA","Forb/herb","Forb/herb",1
"22820","PEOB6","Forb/herb","Forb/herb",1
"22821","PEOB2","Forb/herb","Forb/herb",1
"22822","PEPE5","Forb/herb","Forb/herb",1
"22823","PERE4","Forb/herb","Forb/herb",1
"22824","PERO4","Forb/herb","Forb/herb",1
"22825","PERO5","Vine, Forb/herb","Forb/herb",1
"22826","PESA8","Forb/herb","Forb/herb",1
"22827","PESU4","Forb/herb","Forb/herb",1
"22828","PETE8","Forb/herb","Forb/herb",1
"22835","PEMU16","Forb/herb","Forb/herb",1
"22836","PEMUS2","Forb/herb","Forb/herb",1
"22838","PEHY13","Forb/herb","Forb/herb",1
"22840","PECA10","Subshrub, Forb/herb","Forb/herb",1
"22842","PEAM2","Forb/herb","Forb/herb",1
"22843","PEBA5","Forb/herb","Forb/herb",1
"22844","PEBO2","Forb/herb","Forb/herb",1
"22845","PEBOB","Forb/herb","Forb/herb",1
"22846","PEBOI","Forb/herb","Forb/herb",1
"22847","PECA14","Forb/herb","Forb/herb",1
"22848","PEER3","Forb/herb","Forb/herb",1
"22849","PEGA3","Forb/herb","Forb/herb",1
"22850","PEGAB","Forb/herb","Forb/herb",1
"22851","PEGAG","Forb/herb","Forb/herb",1
"22852","PEHO5","Forb/herb","Forb/herb",1
"22853","PEKE","Forb/herb","Forb/herb",1
"22854","PELE5","Forb/herb","Forb/herb",1
"22855","PELE6","Forb/herb","Forb/herb",1
"22856","PEOR6","Forb/herb","Forb/herb",1
"22857","PEPA21","Forb/herb","Forb/herb",1
"22858","PEPAL","Forb/herb","Forb/herb",1
"22859","PEPAP2","Forb/herb","Forb/herb",1
"22860","PEPR5","Forb/herb","Forb/herb",1
"22862","PEFR4","Forb/herb","Forb/herb",1
"22863","PEFRC2","Forb/herb","Forb/herb",1
"22864","PEFRF2","Forb/herb","Forb/herb",1
"22869","PEAJ","Subshrub, Forb/herb","Forb/herb",1
"22870","PEAM11","Subshrub, Forb/herb","Forb/herb",1
"22872","PEBI","Subshrub, Forb/herb","Forb/herb",1
"22873","PEBIA","Subshrub, Forb/herb","Forb/herb",1
"22874","PEBIB","Subshrub, Forb/herb","Forb/herb",1
"22875","PEBIS","Subshrub, Forb/herb","Forb/herb",1
"22876","PECE3","Subshrub, Forb/herb","Forb/herb",1
"22877","PECI8","Subshrub, Forb/herb","Forb/herb",1
"22879","PECO17","Subshrub, Forb/herb","Forb/herb",1
"22883","PEEM","Forb/herb","Forb/herb",1
"22884","PEFO6","Subshrub, Forb/herb","Forb/herb",1
"22885","PEGI2","Subshrub, Forb/herb","Forb/herb",1
"22886","PEGIG","Subshrub, Forb/herb","Forb/herb",1
"22887","PEGIS","Subshrub, Forb/herb","Forb/herb",1
"22888","PEGR15","Subshrub, Forb/herb","Forb/herb",1
"22889","PEHU5","Subshrub, Forb/herb","Forb/herb",1
"22892","PELE11","Subshrub, Forb/herb","Forb/herb",1
"22899","PEMI5","Forb/herb","Forb/herb",1
"22900","PEPA12","Subshrub, Forb/herb","Forb/herb",1
"22905","PESA12","Subshrub, Forb/herb","Forb/herb",1
"22906","PESP5","Subshrub, Forb/herb","Forb/herb",1
"22908","PEST8","Subshrub, Forb/herb","Forb/herb",1
"22909","PESTH","Subshrub, Forb/herb","Forb/herb",1
"22910","PESTS2","Subshrub, Forb/herb","Forb/herb",1
"22912","PEVA","Subshrub, Forb/herb","Forb/herb",1
"22915","PEWA10","Subshrub, Forb/herb","Forb/herb",1
"22931","PEFR5","Forb/herb","Forb/herb",1
"22932","PEFRF","Forb/herb","Forb/herb",1
"22933","PEFRP","Forb/herb","Forb/herb",1
"22934","PEFRS5","Forb/herb","Forb/herb",1
"22935","PEFRV","Forb/herb","Forb/herb",1
"22936","PEHY","Forb/herb","Forb/herb",1
"22937","PEJA3","Forb/herb","Forb/herb",1
"22939","PESC3","Forb/herb","Forb/herb",1
"22940","PETH5","Forb/herb","Forb/herb",1
"22944","PEAL7","Subshrub, Forb/herb","Forb/herb",1
"22946","PEPU7","Subshrub, Forb/herb","Forb/herb",1
"22947","PEPUG","Subshrub, Forb/herb","Forb/herb",1
"22948","PEPUP","Subshrub, Forb/herb","Forb/herb",1
"22959","PEDU2","Forb/herb","Forb/herb",1
"22960","PENA2","Forb/herb","Forb/herb",1
"22961","PEPR4","Forb/herb","Forb/herb",1
"22962","PESA9","Subshrub, Forb/herb","Forb/herb",1
"22964","PECR2","Forb/herb","Forb/herb",1
"22966","PEAT7","Forb/herb","Forb/herb",1
"22967","PEAX","Forb/herb","Forb/herb",1
"22968","PEIN5","Forb/herb","Forb/herb",1
"22970","PEOS2","Forb/herb","Forb/herb",1
"22971","PEPA22","Forb/herb","Forb/herb",1
"22972","PESA6","Forb/herb","Forb/herb",1
"22976","PHAD","Forb/herb","Forb/herb",1
"22977","PHAF","Forb/herb","Forb/herb",1
"22978","PHAL9","Forb/herb","Forb/herb",1
"22979","PHAM","Forb/herb","Forb/herb",1
"22980","PHAN","Forb/herb","Forb/herb",1
"22981","PHAR","Forb/herb","Forb/herb",1
"22982","PHAR2","Forb/herb","Forb/herb",1
"22983","PHAR13","Forb/herb","Forb/herb",1
"22984","PHAU","Forb/herb","Forb/herb",1
"22985","PHBA3","Forb/herb","Forb/herb",1
"22986","PHBA","Forb/herb","Forb/herb",1
"22987","PHBE3","Forb/herb","Forb/herb",1
"22988","PHBI","Forb/herb","Forb/herb",1
"22989","PHBI2","Forb/herb","Forb/herb",1
"22990","PHBO","Forb/herb","Forb/herb",1
"22991","PHBO4","Forb/herb","Forb/herb",1
"22992","PHBR","Forb/herb","Forb/herb",1
"22993","PHBR2","Forb/herb","Forb/herb",1
"22994","PHBU5","Forb/herb","Forb/herb",1
"22995","PHCA","Forb/herb","Forb/herb",1
"22996","PHCA2","Forb/herb","Forb/herb",1
"22997","PHCA3","Forb/herb","Forb/herb",1
"22998","PHCAC2","Forb/herb","Forb/herb",1
"22999","PHCAV","Forb/herb","Forb/herb",1
"23000","PHCA15","Forb/herb","Forb/herb",1
"23001","PHCE","Forb/herb","Forb/herb",1
"23002","PHCI","Forb/herb","Forb/herb",1
"23003","PHCIC","Forb/herb","Forb/herb",1
"23004","PHCIH2","Forb/herb","Forb/herb",1
"23005","PHCI2","Forb/herb","Forb/herb",1
"23006","PHCIC2","Forb/herb","Forb/herb",1
"23007","PHCIO","Forb/herb","Forb/herb",1
"23008","PHCL3","Forb/herb","Forb/herb",1
"23009","PHCL4","Forb/herb","Forb/herb",1
"23010","PHCO","Forb/herb","Forb/herb",1
"23011","PHCO18","Forb/herb","Forb/herb",1
"23012","PHCO2","Forb/herb","Forb/herb",1
"23013","PHCO19","Forb/herb","Forb/herb",1
"23014","PHCO20","Forb/herb","Forb/herb",1
"23015","PHCO3","Forb/herb","Forb/herb",1
"23016","PHCO30","Forb/herb","Forb/herb",1
"23017","PHCR","Forb/herb","Forb/herb",1
"23018","PHCRA2","Forb/herb","Forb/herb",1
"23019","PHCRA","Forb/herb","Forb/herb",1
"23020","PHCRC","Forb/herb","Forb/herb",1
"23021","PHCRC3","Forb/herb","Forb/herb",1
"23022","PHCRM","Forb/herb","Forb/herb",1
"23023","PHCR7","Forb/herb","Forb/herb",1
"23024","PHCR2","Forb/herb","Forb/herb",1
"23025","PHCU","Forb/herb","Forb/herb",1
"23026","PHDA3","Forb/herb","Forb/herb",1
"23027","PHDE","Forb/herb","Forb/herb",1
"23028","PHDED","Forb/herb","Forb/herb",1
"23029","PHDEM","Forb/herb","Forb/herb",1
"23030","PHDE2","Forb/herb","Forb/herb",1
"23031","PHDI","Forb/herb","Forb/herb",1
"23032","PHDI2","Forb/herb","Forb/herb",1
"23033","PHDO","Forb/herb","Forb/herb",1
"23034","PHDOD","Forb/herb","Forb/herb",1
"23035","PHDOP","Forb/herb","Forb/herb",1
"23036","PHDU","Forb/herb","Forb/herb",1
"23037","PHDUD","Forb/herb","Forb/herb",1
"23038","PHDUG","Forb/herb","Forb/herb",1
"23039","PHDUI","Forb/herb","Forb/herb",1
"23040","PHEG","Forb/herb","Forb/herb",1
"23041","PHEI","Forb/herb","Forb/herb",1
"23042","PHEX","Forb/herb","Forb/herb",1
"23043","PHFI","Forb/herb","Forb/herb",1
"23044","PHFI2","Forb/herb","Forb/herb",1
"23045","PHFL","Forb/herb","Forb/herb",1
"23046","PHFO2","Forb/herb","Forb/herb",1
"23047","PHFR","Forb/herb","Forb/herb",1
"23048","PHFR2","Forb/herb","Forb/herb",1
"23049","PHFU5","Forb/herb","Forb/herb",1
"23050","PHGE2","Forb/herb","Forb/herb",1
"23051","PHGI","Forb/herb","Forb/herb",1
"23052","PHGI3","Forb/herb","Forb/herb",1
"23053","PHGL12","Forb/herb","Forb/herb",1
"23054","PHGL","Forb/herb","Forb/herb",1
"23055","PHGL2","Forb/herb","Forb/herb",1
"23056","PHGL3","Forb/herb","Forb/herb",1
"23057","PHGLD","Forb/herb","Forb/herb",1
"23058","PHGLG4","Forb/herb","Forb/herb",1
"23059","PHGL13","Forb/herb","Forb/herb",1
"23060","PHGR","Forb/herb","Forb/herb",1
"23061","PHGR2","Forb/herb","Forb/herb",1
"23062","PHGR3","Forb/herb","Forb/herb",1
"23063","PHGY","Forb/herb","Forb/herb",1
"23064","PHHA","Forb/herb","Forb/herb",1
"23065","PHHAC2","Forb/herb","Forb/herb",1
"23066","PHHAC3","Forb/herb","Forb/herb",1
"23067","PHHAD","Forb/herb","Forb/herb",1
"23068","PHHAH","Forb/herb","Forb/herb",1
"23069","PHHE2","Forb/herb","Forb/herb",1
"23070","PHHEH","Forb/herb","Forb/herb",1
"23071","PHHEV","Forb/herb","Forb/herb",1
"23072","PHHI19","Forb/herb","Forb/herb",1
"23073","PHHI","Forb/herb","Forb/herb",1
"23074","PHHO2","Forb/herb","Forb/herb",1
"23075","PHHU4","Forb/herb","Forb/herb",1
"23076","PHHU5","Forb/herb","Forb/herb",1
"23077","PHHU","Forb/herb","Forb/herb",1
"23078","PHHUD","Forb/herb","Forb/herb",1
"23079","PHHUH","Forb/herb","Forb/herb",1
"23080","PHHY","Forb/herb","Forb/herb",1
"23081","PHID","Forb/herb","Forb/herb",1
"23082","PHIM","Subshrub, Forb/herb","Forb/herb",1
"23083","PHIMI","Subshrub, Forb/herb","Forb/herb",1
"23084","PHIMP","Subshrub, Forb/herb","Forb/herb",1
"23085","PHIN9","Forb/herb","Forb/herb",1
"23086","PHIN10","Forb/herb","Forb/herb",1
"23087","PHIN11","Forb/herb","Forb/herb",1
"23088","PHIN12","Forb/herb","Forb/herb",1
"23089","PHIN13","Forb/herb","Forb/herb",1
"23090","PHINC2","Forb/herb","Forb/herb",1
"23091","PHINI4","Forb/herb","Forb/herb",1
"23092","PHIN","Forb/herb","Forb/herb",1
"23093","PHINI5","Forb/herb","Forb/herb",1
"23094","PHINT","Forb/herb","Forb/herb",1
"23095","PHIN3","Forb/herb","Forb/herb",1
"23096","PHIN4","Forb/herb","Forb/herb",1
"23097","PHIV","Forb/herb","Forb/herb",1
"23098","PHIVI","Forb/herb","Forb/herb",1
"23099","PHIVP","Forb/herb","Forb/herb",1
"23100","PHIX2","Forb/herb","Forb/herb",1
"23101","PHLA","Forb/herb","Forb/herb",1
"23102","PHLA8","Forb/herb","Forb/herb",1
"23103","PHLE6","Forb/herb","Forb/herb",1
"23104","PHLE","Forb/herb","Forb/herb",1
"23105","PHLE12","Forb/herb","Forb/herb",1
"23106","PHLE2","Forb/herb","Forb/herb",1
"23107","PHLE7","Subshrub, Forb/herb","Forb/herb",1
"23108","PHLI","Forb/herb","Forb/herb",1
"23109","PHLO","Forb/herb","Forb/herb",1
"23110","PHLU","Forb/herb","Forb/herb",1
"23111","PHLUC","Forb/herb","Forb/herb",1
"23112","PHLUL2","Forb/herb","Forb/herb",1
"23113","PHLUM","Forb/herb","Forb/herb",1
"23114","PHLY2","Forb/herb","Forb/herb",1
"23115","PHLY","Forb/herb","Forb/herb",1
"23116","PHMA9","Forb/herb","Forb/herb",1
"23117","PHMA2","Forb/herb","Forb/herb",1
"23118","PHMA10","Forb/herb","Forb/herb",1
"23119","PHMA3","Forb/herb","Forb/herb",1
"23120","PHMI","Forb/herb","Forb/herb",1
"23121","PHMI7","Forb/herb","Forb/herb",1
"23122","PHMO","Forb/herb","Forb/herb",1
"23123","PHMO2","Forb/herb","Forb/herb",1
"23124","PHMO11","Forb/herb","Forb/herb",1
"23125","PHMU","Forb/herb","Forb/herb",1
"23126","PHMU2","Forb/herb","Forb/herb",1
"23127","PHNA","Forb/herb","Forb/herb",1
"23128","PHNE","Forb/herb","Forb/herb",1
"23129","PHNE2","Forb/herb","Forb/herb",1
"23130","PHNEN2","Forb/herb","Forb/herb",1
"23131","PHNEO","Forb/herb","Forb/herb",1
"23132","PHNE3","Forb/herb","Forb/herb",1
"23133","PHNO","Forb/herb","Forb/herb",1
"23134","PHOR","Forb/herb, Subshrub","Forb/herb",1
"23135","PHPA","Forb/herb","Forb/herb",1
"23136","PHPA15","Forb/herb","Forb/herb",1
"23137","PHPA13","Forb/herb","Forb/herb",1
"23138","PHPA2","Forb/herb","Forb/herb",1
"23139","PHPA3","Forb/herb","Forb/herb",1
"23140","PHPA4","Forb/herb","Forb/herb",1
"23141","PHPAA","Forb/herb","Forb/herb",1
"23142","PHPAP2","Forb/herb","Forb/herb",1
"23143","PHPAT","Forb/herb","Forb/herb",1
"23144","PHPE8","Forb/herb","Forb/herb",1
"23145","PHPE","Forb/herb","Forb/herb",1
"23146","PHPE2","Forb/herb","Forb/herb",1
"23147","PHPE3","Forb/herb","Forb/herb",1
"23148","PHPH","Forb/herb","Forb/herb",1
"23149","PHPI8","Forb/herb","Forb/herb",1
"23150","PHPL","Forb/herb","Forb/herb",1
"23151","PHPO","Forb/herb","Forb/herb",1
"23152","PHPR","Forb/herb","Forb/herb",1
"23153","PHPR2","Forb/herb","Forb/herb",1
"23154","PHPU","Forb/herb","Forb/herb",1
"23155","PHPUA","Forb/herb","Forb/herb",1
"23156","PHPUG","Forb/herb","Forb/herb",1
"23157","PHPUP3","Forb/herb","Forb/herb",1
"23158","PHPUS","Forb/herb","Forb/herb",1
"23159","PHPU2","Forb/herb","Forb/herb",1
"23160","PHPU3","Forb/herb","Forb/herb",1
"23161","PHQU","Forb/herb","Forb/herb",1
"23162","PHRA","Forb/herb","Forb/herb",1
"23163","PHRA9","Forb/herb","Forb/herb",1
"23164","PHRA2","Subshrub, Forb/herb","Forb/herb",1
"23165","PHRAA","Forb/herb","Forb/herb",1
"23166","PHRAE","Subshrub, Forb/herb","Forb/herb",1
"23167","PHRAL","Subshrub, Forb/herb","Forb/herb",1
"23168","PHRAM","Forb/herb","Forb/herb",1
"23169","PHRAR","Subshrub, Forb/herb","Forb/herb",1
"23170","PHRAS2","Subshrub, Forb/herb","Forb/herb",1
"23171","PHRA3","Forb/herb","Forb/herb",1
"23172","PHRA4","Forb/herb","Forb/herb",1
"23173","PHRO","Forb/herb","Forb/herb",1
"23174","PHRO2","Forb/herb","Forb/herb",1
"23175","PHRU2","Forb/herb","Forb/herb",1
"23176","PHSA3","Forb/herb","Forb/herb",1
"23177","PHSA","Forb/herb","Forb/herb",1
"23178","PHSC5","Forb/herb","Forb/herb",1
"23179","PHSCS2","Forb/herb","Forb/herb",1
"23180","PHSCS3","Forb/herb","Forb/herb",1
"23181","PHSE","Subshrub, Forb/herb","Forb/herb",1
"23182","PHSEC","Subshrub, Forb/herb","Forb/herb",1
"23183","PHSES","Subshrub, Forb/herb","Forb/herb",1
"23184","PHSE5","Forb/herb","Forb/herb",1
"23185","PHSP3","Forb/herb","Forb/herb",1
"23186","PHST6","Forb/herb","Forb/herb",1
"23187","PHST7","Forb/herb","Forb/herb",1
"23188","PHST","Forb/herb","Forb/herb",1
"23189","PHSTC","Forb/herb","Forb/herb",1
"23190","PHSTL","Forb/herb","Forb/herb",1
"23191","PHSTR","Forb/herb","Forb/herb",1
"23192","PHSTS2","Forb/herb","Forb/herb",1
"23193","PHSU","Forb/herb","Forb/herb",1
"23194","PHSUK","Forb/herb","Forb/herb",1
"23195","PHSUS","Forb/herb","Forb/herb",1
"23196","PHTA","Forb/herb","Forb/herb",1
"23197","PHTE","Forb/herb","Forb/herb",1
"23198","PHTH","Forb/herb","Forb/herb",1
"23199","PHUM2","Forb/herb","Forb/herb",1
"23200","PHUT","Forb/herb","Forb/herb",1
"23201","PHVA","Forb/herb","Forb/herb",1
"23202","PHVA2","Forb/herb","Forb/herb",1
"23203","PHVAH","Forb/herb","Forb/herb",1
"23204","PHVAV2","Forb/herb","Forb/herb",1
"23205","PHVE3","Forb/herb","Forb/herb",1
"23206","PHVI","Forb/herb","Forb/herb",1
"23207","PHWE","Forb/herb","Forb/herb",1
